ORTHID	SGDID
SPBC1683.09c	YGL160W
SPBC1683.09c	YKL220C
SPBC1683.09c	YLL051C
SPBC1683.09c	YLR047C
SPBC1683.09c	YLR214W
SPBC1683.09c	YNR060W
SPBC1683.09c	YOL152W
SPBC1683.09c	YOR381W
SPBC1683.09c	YOR384W
SPBC12C2.13c	YBR293W
SPBC12C2.13c	YMR088C
SPAC1805.09c	YBL013W
SPCC18.16c	YDR236C
SPBC14C8.03	YBL091C
SPBC3E7.10	YLR244C
SPBC16G5.15c	YIL131C
SPBC16G5.15c	YNL068C
SPBC839.17c	YNL135C
SPBC1347.02	YLR449W
SPBC1347.02	YML074C
SPAC1F7.07c	YBR207W
SPAC1F7.07c	YER145C
SPAC1F7.08	YDR506C
SPAC1F7.08	YFL041W
SPAC1F7.08	YMR058W
SPAC19E9.02	YAR018C
SPBC1778.06c	YDR129C
SPBC2D10.10c	YDL014W
SPAC1142.08	YPR104C
SPAC25A8.01c	YAL019W
SPCC1235.05c	YAL019W
SPAC4D7.12c	YLR243W
SPAC19B12.05c	YMR277W
SPAC3G9.15c	YLR051C
SPBC1198.14c	YLR377C
SPBC19C2.07	YKL060C
SPAC4A8.11c	YPL231W
SPAC926.09c	YKL182W
SPBC3E7.01	YFR019W
SPBC106.20	YJL085W
SPAC17A5.14	YGL173C
SPBC29A10.05	YDR263C
SPBC29A10.05	YOR033C
SPBC2D10.05	YBR056W
SPAC12B10.11	YDR261C
SPAC12B10.11	YLR300W
SPAC12B10.11	YOR190W
SPBC1105.05	YDR261C
SPBC1105.05	YLR300W
SPBC1105.05	YOR190W
SPAC31G5.10	YBR049C
SPAC31G5.10	YDR026C
SPBC2D10.13	YDR206W
SPBC2D10.13	YLR233C
SPBC28E12.05	YNR054C
SPAC23H4.03c	YML012W
SPAC30C2.05	YBR210W
SPAC30C2.05	YGL054C
SPAC3G6.08	YGR029W
SPCC1450.14c	YML130C
SPBC4F6.16c	YML130C
SPBC646.05c	YHR190W
SPAC13G7.01c	YHR072W
SPBC16E9.05	YML008C
SPAC19A8.04	YMR015C
SPBC337.09	YER044C
SPBC16G5.18	YNL280C
SPAC13G6.11c	YMR208W
SPAC13A11.02c	YHR007C
SPBC215.09c	YPL028W
SPBC713.12	YGR175C
SPCC18B5.06	YNL001W
SPBP8B7.22	YBL040C
SPCC622.16c	YER051W
SPBPB21E7.01c	YGR254W
SPBPB21E7.01c	YHR174W
SPBPB21E7.01c	YMR323W
SPBPB21E7.01c	YOR393W
SPBPB21E7.01c	YPL281C
SPBC1815.01	YGR254W
SPBC1815.01	YHR174W
SPBC1815.01	YMR323W
SPBC1815.01	YOR393W
SPBC1815.01	YPL281C
SPAC23D3.10c	YLR144C
SPAC23D3.10c	YNR067C
SPAC821.09	YLR144C
SPAC821.09	YNR067C
SPAC688.11	YNL243W
SPBC11G11.02c	YNL084C
SPCC24B10.17	YGL200C
SPAPB1E7.06c	YBR098W
SPBC947.11c	YOR144C
SPAC3C7.08c	YPL226W
SPCC663.01c	YFR040W
SPCC663.01c	YGL229C
SPCC663.01c	YJL098W
SPCC663.01c	YKR028W
SPBC25H2.05	YHR193C
SPCP31B10.07	YDR385W
SPCP31B10.07	YOR133W
SPAC513.01c	YDR385W
SPAC513.01c	YOR133W
SPBC336.03	YLR310C
SPBC839.15c	YBR118W
SPBC839.15c	YPR080W
SPAC23A1.10	YBR118W
SPAC23A1.10	YPR080W
SPCC794.09c	YBR118W
SPCC794.09c	YPR080W
SPBC18E5.11c	YEL015W
SPBC428.02c	YHR208W
SPBC428.02c	YJR148W
SPAC17H9.05	YKL172W
SPAC16.04	YLR401C
SPBC1709.06	YNR015W
SPBC32F12.08c	YGL061C
SPAC3G6.02	YDR363W-A
SPBC530.14c	YMR216C
SPAC30D11.03	YLL008W
SPAC13C5.02	YPR152C
SPAC6B12.11	YKL108W
SPBPJ4664.01	YBR003W
SPAC31G5.16c	YPR183W
SPAC26A3.16	YMR276W
SPBC3D6.09	YDR121W
SPAC17G8.03c	YER159C
SPBP8B7.14c	YPR175W
SPBC651.05c	YPL002C
SPBC25D12.02c	YJL076W
SPBC25D12.02c	YKR010C
SPBC16D10.04c	YHR164C
SPAC30C2.06c	YMR211W
SPCC4B3.15	YJR092W
SPAC8E11.03c	YER179W
SPAC17G8.10c	YHR115C
SPAC17G8.10c	YNL116W
SPAC19G12.12	YBR003W
SPAC1002.09c	YFL018C
SPAC1805.08	YER071C
SPBC26H8.10	YOL021C
SPBC776.02c	YER133W
SPCC736.14	YLR045C
SPAC19D5.06c	YGL246C
SPCC16A11.05c	YPR082C
SPBC13G1.12	YKR035W-A
SPAC26A3.12c	YOR048C
SPAC1093.06c	YKR054C
SPCC1235.15	YOR245C
SPCC550.13	YDR052C
SPBC1198.02	YNL141W
SPAC19A8.12	YNL118C
SPBC3B9.21	YOL149W
SPAC31A2.15c	YCL016C
SPAC17A5.02c	YKL149C
SPBC543.06c	YHR169W
SPBC17D1.06	YGL078C
SPBP8B7.16c	YNL112W
SPAC31A2.07c	YDL031W
SPAC589.08c	YGR113W
SPAC977.16c	YFL053W
SPAC977.16c	YML070W
SPAC22A12.11	YFL053W
SPAC22A12.11	YML070W
SPCC417.02	YKL138C-A
SPBC3B9.22c	YDR320C-A
SPAC14C4.16	YBR233W-A
SPAC1805.07c	YKR083C
SPAC16A10.05c	YDR016C
SPBC29A3.18	YOR065W
SPAC3A12.17c	YGR012W
SPBC36.04	YGR012W
SPBC19C7.03	YJL005W
SPBC16H5.05c	YPL064C
SPBP8B7.25	YDR304C
SPBP8B7.25	YHR057C
SPAC9G1.06c	YDL117W
SPCC191.07	YEL039C
SPCC191.07	YJR048W
SPAPB1A10.04c	YKL019W
SPAC2E1P5.04c	YGL155W
SPBC28F2.04c	YPR101W
SPCC550.02c	YBR065C
SPBC31F10.11c	YLR117C
SPBC211.02c	YDR416W
SPBC887.05c	YIR005W
SPBC3B9.02c	YOR148C
SPCC1620.10	YGL174W
SPBC146.05c	YNL245C
SPBC13E7.02	YLR323C
SPCC10H11.02	YGL128C
SPBC13E7.01	YGR278W
SPAC4A8.09c	YDR482C
SPAC3A12.11c	YDL209C
SPAC9.13c	YKL095W
SPBC337.06c	YDR163W
SPBC24C6.11	YCR063W
SPBC32F12.05c	YJR050W
SPBC215.12	YKL173W
SPAC6F12.15c	YKL022C
SPAC17C9.13c	YIR011C
SPAC25G10.07c	YBL063W
SPAC25G10.07c	YEL061C
SPAC56E4.04c	YMR207C
SPAC56E4.04c	YNR016C
SPBC106.09	YNL172W
SPBC146.03c	YLR086W
SPAC6F12.14	YHR166C
SPAC19G12.01c	YDR118W
SPBC14C8.01c	YDR113C
SPCC962.03c	YNL189W
SPBP4H10.06c	YFR031C
SPAC1786.03	YML031W
SPCC5E4.04	YGR098C
SPAC24H6.03	YGR003W
SPAC17G6.12	YDL132W
SPCC584.02	YGL166W
SPCC584.02	YMR021C
SPCC584.02	YPR008W
SPAC31A2.11c	YGL166W
SPAC31A2.11c	YMR021C
SPAC31A2.11c	YPR008W
SPCC757.07c	YDR256C
SPCC757.07c	YGR088W
SPBC23G7.16	YHR175W
SPAC1142.05	YLR411W
SPCC1393.10	YLR411W
SPAC19D5.11c	YHR191C
SPBC902.02c	YMR078C
SPBC3B9.11c	YGL044C
SPACUNK4.07c	YEL031W
SPBC839.06	YDR038C
SPBC839.06	YDR039C
SPBC839.06	YDR040C
SPAC17A2.09c	YBR212W
SPAC17A2.09c	YHR086W
SPAC1687.13c	YDL216C
SPAC1D4.06c	YKL139W
SPAC23C4.02	YLR429W
SPAC1805.17	YGR218W
SPBC19F8.07	YDL108W
SPAC13G7.08c	YNL182C
SPBC342.05	YDR217C
SPAC19G12.10c	YBR139W
SPAC19G12.10c	YMR297W
SPAC3A11.02	YPL054W
SPAC17G6.04c	YDL090C
SPAC9G1.12	YJL125C
SPAC6B12.15	YMR116C
SPCC1259.05c	YDL067C
SPAC24C9.16c	YLR395C
SPAC1B2.04	YHR051W
SPCC338.10c	YIL111W
SPCC338.10c	YNL052W
SPAC1296.02	YGL187C
SPCC1442.15c	YGR062C
SPBC26H8.14c	YLL009C
SPCC1739.09c	YGL191W
SPCC1442.08c	YLR038C
SPBC365.02c	YPL172C
SPBC337.15c	YOR125C
SPBC146.12	YGR255C
SPCC4G3.04c	YML110C
SPAC1687.12c	YDR204W
SPAC56F8.04c	YNR041C
SPCC16A11.07	YOL008W
SPAC3C7.11c	YAL058W
SPBC1105.17	YKL049C
SPCC188.03	YDR325W
SPCC306.03c	YBL097W
SPBC776.13	YLR272C
SPAC23A1.06c	YGL158W
SPAC23A1.06c	YLR248W
SPACUNK12.02c	YFR014C
SPACUNK12.02c	YOL016C
SPAC4G9.11c	YKL032C
SPBC36.05c	YNL330C
SPBC800.03	YNL021W
SPAC1782.09c	YFR028C
SPBC9B6.08	YGR167W
SPAC1805.05	YER123W
SPAC1805.05	YHR135C
SPAC1805.05	YNL154C
SPBP35G2.05c	YER123W
SPBP35G2.05c	YHR135C
SPBP35G2.05c	YNL154C
SPBC1347.06c	YER123W
SPBC1347.06c	YHR135C
SPBC1347.06c	YNL154C
SPAC1851.03	YGL019W
SPAC1851.03	YOR039W
SPAC23C11.11	YIL035C
SPAC23C11.11	YOR061W
SPAC6C3.04	YCR005C
SPAC6C3.04	YNR001C
SPAC12G12.03	YBL051C
SPBC16A3.18	YBL051C
SPAPB2B4.03	YGR108W
SPAPB2B4.03	YPR119W
SPCC4E9.02	YDL155W
SPCC4E9.02	YLR210W
SPCC338.04	YBL107C
SPAC12G12.13c	YNL299W
SPAC12G12.13c	YOL115W
SPCC663.05c	YJL115W
SPBC1709.01	YBR038W
SPBC1709.01	YNL192W
SPAC13G6.12c	YBR038W
SPAC13G6.12c	YNL192W
SPCC417.05c	YBL061C
SPCC417.05c	YDL203C
SPCC417.05c	YER096W
SPBC26H8.03	YGR157W
SPBC337.16	YJR073C
SPCC1259.13	YBR274W
SPAC26A3.05	YGL206C
SPCC285.09c	YGL248W
SPAC8C9.03	YIL033C
SPBC1709.15c	YLR115W
SPBC1709.08	YDR301W
SPAC6G9.12	YLR330W
SPBC3E7.12c	YBL061C
SPBC3E7.12c	YDL203C
SPBC3E7.12c	YER096W
SPCC1450.11c	YFL033C
SPBC2F12.08c	YGL130W
SPBC428.18	YJR046W
SPCC18B5.11c	YPL153C
SPAC57A10.02	YCL024W
SPAC57A10.02	YDR507C
SPAC57A10.02	YKL101W
SPAC644.06c	YCL024W
SPAC644.06c	YDR507C
SPAC644.06c	YKL101W
SPBC32H8.10	YPR161C
SPAC27F1.02c	YIL138C
SPAC27F1.02c	YNL079C
SPBC21.06c	YAR019C
SPBC336.04	YDL102W
SPAC644.12	YMR213W
SPAC1565.08	YDL126C
SPAC17D4.02	YLR103C
SPAC110.03	YLR229C
SPAP8A3.08	YGL106W
SPBC9B6.10	YDR168W
SPCC1682.04	YOR257W
SPAC4A8.15c	YOR122C
SPBC19C2.01	YNR011C
SPBC1734.02c	YJR043C
SPAC24H6.05	YMR036C
SPBC1347.10	YIL150C
SPAC1F7.05	YER070W
SPAC1F7.05	YIL066C
SPCC16A11.17	YPR019W
SPBC25H2.13c	YNL262W
SPBC11B10.09	YBR160W
SPBC14C8.07c	YJL194W
SPAC20G8.01	YDL164C
SPAC6F6.08c	YMR055C
SPAC20G8.05c	YMR032W
SPBC582.03	YGR108W
SPBC582.03	YPR119W
SPAC1F5.04c	YNL271C
SPCC1739.11c	YOR373W
SPBC336.12c	YLR182W
SPAC27E2.05	YJR006W
SPAC19G12.03	YLR307W
SPAC19G12.03	YLR308W
SPBC337.05c	YJL008C
SPBC25H2.12c	YJL111W
SPBC646.11	YDR188W
SPAC1420.02c	YJR064W
SPBC106.06	YDL143W
SPBC1A4.08c	YJL014W
SPAC1D4.04	YIL142W
SPBC12D12.03	YDR212W
SPAC22E12.04	YMR038C
SPCC31H12.08c	YAL021C
SPBC29A10.01	YHR042W
SPCC188.07	YDR295C
SPCC188.07	YPR179C
SPAC25G10.02	YKL011C
SPCC4B3.17	YPL215W
SPBC1105.04c	YDR081C
SPBC14F5.12c	YDR081C
SPAC9E9.10c	YDR081C
SPBP26C9.02c	YPL111W
SPCC306.09c	YNL138W
SPAC3A12.14	YBR109C
SPAC13D6.02c	YNL255C
SPBC1D7.05	YLR362W
SPAC15A10.16	YLR319C
SPAC23H3.08c	YOR026W
SPCC1322.12c	YGR188C
SPAC607.09c	YJL059W
SPAC4F10.14c	YDR252W
SPAC4F10.14c	YPL037C
SPAC13D6.04c	YIL001W
SPBC800.06	YOL077C
SPAC9.03c	YER172C
SPBC13E7.10c	YGR246C
SPBC582.05c	YHR154W
SPCC962.06c	YLR116W
SPBC14C8.16c	YGR165W
SPAP14E8.03	YLR078C
SPBC215.02	YML094W
SPCC962.02c	YJR089W
SPAC22A12.15c	YJL034W
SPCC1235.02	YGR286C
SPCC1840.02c	YGR032W
SPCC1840.02c	YLR342W
SPCC1840.02c	YMR306W
SPAC19B12.03	YGR032W
SPAC19B12.03	YLR342W
SPAC19B12.03	YMR306W
SPAC24C9.07c	YGR032W
SPAC24C9.07c	YLR342W
SPAC24C9.07c	YMR306W
SPBC19G7.05c	YGR032W
SPBC19G7.05c	YLR342W
SPBC19G7.05c	YMR306W
SPAC26H5.08c	YGR282C
SPCC18B5.01c	YDR011W
SPCC18B5.01c	YDR406W
SPCC18B5.01c	YNR070W
SPCC18B5.01c	YOR153W
SPCC18B5.01c	YOR328W
SPCC18B5.01c	YPL058C
SPAC3G9.16c	YML077W
SPAC644.18c	YKR068C
SPAC23C4.13	YIL004C
SPBC32H8.03	YNL320W
SPCC1919.14c	YNL039W
SPBC530.03c	YIL016W
SPBC16G5.11c	YIL016W
SPAC1556.03	YHR076W
SPAC1D4.03c	YGL124C
SPAC3H8.06	YKL004W
SPBC29A10.13	YKL016C
SPCC1840.06	YDR298C
SPBC1604.07	YPL078C
SPBC1734.13	YBR039W
SPAC22F3.07c	YPR020W
SPAC222.12c	YJR121W
SPAC23C4.11	YML081C-A
SPBC1604.11	YDR377W
SPBC13E7.04	YDL004W
SPBC31F10.15c	YPL271W
SPBC29A3.10c	YLR295C
SPAC9.12c	YJL180C
SPAC3A12.12	YNL315C
SPAC4G8.11c	YLR393W
SPAC14C4.14	YBL099W
SPAC15A10.01	YMR301C
SPAC1250.04c	YDL200C
SPAC1250.07	YOR110W
SPBC15D4.07c	YDL149W
SPBP8B7.24c	YBL078C
SPAC2G11.13	YCL038C
SPCC16A11.08	YDL113C
SPAC23C4.16c	YCR068W
SPAC4F10.07c	YPR185W
SPAC1783.06c	YBR217W
SPCC1672.06c	YLR410W
SPBC27.02c	YKL052C
SPBC13G1.08c	YLR015W
SPAPB1A10.09	YOR058C
SPBC23E6.05	YDR101C
SPAC1071.06	YMR033W
SPCC550.12	YLR085C
SPAC23D3.09	YJL081C
SPAC630.03	YJR065C
SPAC11H11.06	YDL029W
SPAC1834.02	YDR127W
SPCC320.13c	YPL209C
SPBC1773.14	YHR018C
SPBC56F2.09c	YOR303W
SPBC215.08c	YJR109C
SPAC4G9.10	YJL088W
SPBC428.05c	YOL058W
SPAC4G9.09c	YER069W
SPCC777.09c	YOL140W
SPBC4F6.18c	YDL137W
SPBC4F6.18c	YDL192W
SPAC6G9.07c	YKL013C
SPBC1778.08c	YLR370C
SPAC6F6.10c	YNR035C
SPAC17G8.04c	YIL062C
SPBC14C8.06	YBR234C
SPAC23A1.03	YDR441C
SPAC23A1.03	YML022W
SPAC30D11.05	YJL024C
SPBC685.04c	YJR058C
SPAC13G6.14	YOR163W
SPAPJ760.02c	YCR088W
SPBC3D6.10	YBL019W
SPCC622.17	YKL114C
SPAC31A2.09c	YOL062C
SPBC651.11c	YBR288C
SPBP16F5.07	YPL259C
SPAC23H3.06	YGR261C
SPAC144.06	YPL195W
SPCP1E11.06	YPR029C
SPBC691.03c	YBL037W
SPBC947.02	YKL135C
SPBC2G2.06c	YJR005W
SPCC4G3.02	YDR305C
SPBC1921.05	YHR047C
SPBC1921.05	YKL157W
SPAC959.09c	YOR249C
SPBP23A10.04	YLR127C
SPBC83.04	YIR025W
SPBC28E12.01c	YDR260C
SPAC343.03	YDL008W
SPBC1A4.01	YGL240W
SPBC530.10c	YBL030C
SPBC530.10c	YBR085W
SPBC530.10c	YMR056C
SPAC2E1P3.02c	YGR121C
SPAC2E1P3.02c	YPR138C
SPAC664.14	YGR121C
SPAC664.14	YPR138C
SPCPB1C11.01	YNL142W
SPCC290.04	YJL110C
SPBC428.20c	YNL126W
SPBP23A10.08	YJL081C
SPAC22F3.05c	YMR138W
SPBC365.15	YHR172W
SPAC8E11.07c	YOR265W
SPAC22H10.10	YER007W
SPCC895.07	YLR045C
SPAC23H4.12	YPR023C
SPAC13D6.05	YNL148C
SPBC11C11.04c	YOR349W
SPAC1834.05	YNL219C
SPAC17C9.07	YOR067C
SPBC342.01c	YOR002W
SPBC56F2.10c	YPL227C
SPAC7D4.06c	YBL082C
SPBC11B10.01	YGL065C
SPAC56E4.02c	YGL047W
SPBC1734.12c	YNR030W
SPCC330.08	YNL048W
SPAC56F8.06c	YGR227W
SPAC23C4.14	YBR110W
SPBPB21E7.07	YHR029C
SPAC4G9.03	YDR226W
SPAC4G9.03	YER170W
SPAC5H10.06c	YGL256W
SPCC13B11.01	YBR145W
SPCC13B11.01	YMR083W
SPCC13B11.01	YMR303C
SPCC13B11.01	YOL086C
SPCC18.01c	YMR244W
SPAC20G4.06c	YLL050C
SPBC2G2.08	YBR084W
SPBC2G2.08	YGR204W
SPBC14F5.09c	YLR359W
SPBC409.10	YAR015W
SPCC1322.13	YOR128C
SPCC569.08c	YDR408C
SPAC4D7.08c	YMR300C
SPAC6F12.10c	YGR061C
SPAC144.03	YNL220W
SPCPB16A4.03c	YLR028C
SPCPB16A4.03c	YMR120C
SPBC405.01	YGL234W
SPBC106.04	YML035C
SPBC32H8.12c	YFL039C
SPAC631.01c	YIL034C
SPAC12B10.07	YKL007W
SPAC6G10.12c	YLR131C
SPBC2D10.18	YGL119W
SPAC3H5.04	YBL074C
SPBC1652.02	YBR068C
SPBC1652.02	YBR069C
SPBC1652.02	YCL025C
SPBC1652.02	YDR046C
SPBC1652.02	YDR508C
SPBC1652.02	YEL063C
SPBC1652.02	YGR191W
SPBC1652.02	YKR039W
SPBC1652.02	YNL268W
SPBC1652.02	YNL270C
SPBC1652.02	YOL020W
SPBC1652.02	YOR348C
SPBC1652.02	YPL265W
C2_05520W_A	YIL064W
C7_00450C_A	YCL010C
C3_07040C_A	YBR111C
C6_03660C_A	YCR094W
C6_01460C_A	YMR214W
CR_10690W_A	YNL282W
C2_06830C_A	YPR104C
C3_02830W_A	YGR047C
C1_05560W_A	YOL143C
C1_05530C_A	YBR283C
C3_01570W_A	YNL249C
CR_04010C_A	YPL173W
C5_00500W_A	YMR080C
C2_03800C_A	YKL179C
C1_03640C_A	YBR278W
C1_06960W_A	YJR007W
C3_07360W_A	YDL174C
C1_08630W_A	YDL044C
C5_00150C_A	YNL189W
C2_03900C_A	YFL013C
C7_00960W_A	YML026C
C5_00300C_A	YLR086W
CR_04190W_A	YNL138W
C1_13790C_A	YAL044W-A
C5_01780W_A	YKR002W
C2_07200W_A	YGL070C
CR_08350W_A	YOL031C
C2_05610C_A	YER102W
C1_02410C_A	YOL107W
CR_09690C_A	YMR008C
C5_04400W_A	YPL123C
C3_06270C_A	YML011C
C1_07390W_A	YDR330W
C5_00920W_A	YPR082C
C4_00780C_A	YGR198W
C6_00590W_A	YOR307C
C6_03410C_A	YDR530C
C4_02560C_A	YDR207C
CR_05970C_A	YDR375C
C7_00180W_A	YJL157C
C4_07100C_A	YER172C
C1_03450C_A	YNL257C
C2_05670C_A	YAR008W
CR_03950W_A	YHR038W
C5_03790W_A	YDR454C
C7_01020C_A	YPL013C
C2_02020W_A	YBR058C
CR_00620C_A	YOL058W
C1_03960C_A	YDR200C
C3_06100C_A	YOR204W
C5_04050W_A	YPR091C
CR_09380W_A	YML092C
C4_00610W_A	YLR426W
C2_07500C_A	YOR174W
C6_04110W_A	YER119C
CR_01050C_A	YKL012W
CR_04590C_A	YBR035C
C5_05060C_A	YMR159C
C2_02210C_A	YOL018C
C5_01580C_A	YLR249W
C5_02980C_A	YHR105W
C4_00620C_A	YML055W
C7_03480W_A	YBL060W
C2_07890W_A	YOL061W
C7_03490W_A	YDL234C
C1_01820C_A	YPR025C
C6_02230W_A	YGL099W
C7_00330C_A	YGL169W
CR_04130C_A	YNL136W
C1_11040W_A	YFR032C-A
C5_05490C_A	YPR033C
C7_02490W_A	YKL197C
CR_05620C_A	YHR168W
C1_03680W_A	YNR067C
C1_04770C_A	YLR056W
C3_00530C_A	YOR269W
C1_07330W_A	YGR044C
CR_06780W_A	YIL084C
C4_02460W_A	YBL040C
C4_01490W_A	YMR309C
C1_05470W_A	YGR257C
C3_03010C_A	YDL219W
C5_02940C_A	YGL035C
C5_02320C_A	YCR044C
C6_02930W_A	YML034W
CR_04920W_A	YDL119C
C2_00290W_A	YGL018C
C4_00270W_A	YJR121W
CR_00400C_A	YGR002C
CR_01000C_A	YIL147C
CR_01310W_A	YBR039W
C1_09510W_A	YOR272W
C1_08370W_A	YBR214W
C2_01610C_A	YGL189C
CR_07030C_A	YOR287C
C6_00900C_A	YGR053C
C1_05370C_A	YJL057C
C4_02720C_A	YKL051W
C3_00110C_A	YIL068C
C3_01310W_A	YFR038W
C1_00090W_A	YER046W
C4_00420C_A	YCR030C
CR_05150W_A	YMR225C
CR_01490C_A	YER019C-A
C1_04290C_A	YLR153C
C3_05740C_A	YNL025C
C3_07830W_A	YLR377C
C3_04860W_A	YLR403W
C3_03630W_A	YDR125C
C2_06860W_A	YAL024C
C6_01930W_A	YDL198C
C5_02830W_A	YKR035W-A
C6_00870C_A	YLR355C
C1_08000W_A	YDL167C
C4_06850C_A	YLR244C
C2_02720W_A	YDR395W
C3_04520C_A	YOR128C
C3_06570C_A	YJR073C
C1_02190W_A	YOR239W
C2_07400C_A	YPL154C
C1_05910W_A	YMR140W
C4_00090W_A	YOL132W
C1_02500W_A	YFL046W
C6_03340C_A	YEL011W
C4_06740C_A	YML013W
C3_03870C_A	YLR120C
C5_05200C_A	YHR045W
C5_04840C_A	YGR251W
C4_06760W_A	YIL155C
C2_07740W_A	YNL091W
C4_03800C_A	YDL116W
CR_02710W_A	YPR137W
C5_05220W_A	YHR005C
C1_05830W_A	YER175C
C1_02910C_A	YLR423C
C5_03020W_A	YDR270W
C1_13050W_A	YHL001W
C2_00840W_A	YPR048W
C3_01690W_A	YDL133W
CR_02680W_A	YIL144W
C1_10680C_A	YOR086C
C2_07330W_A	YKL203C
CR_07720C_A	YLR103C
C1_03710C_A	YOR188W
C2_03780C_A	YLR361C
C5_02280C_A	YCR054C
C3_06610W_A	YNL166C
C2_01480W_A	YML010W
C1_11170W_A	YEL002C
C4_01980C_A	YGR167W
CR_08820C_A	YLR154W-C
C1_14390W_A	YHR143W-A
C1_01330C_A	YBR252W
C7_03810W_A	YNL243W
CR_06470W_A	YOL013C
C1_02280C_A	YNL201C
C6_01010W_A	YMR065W
C2_07310W_A	YJR064W
C2_08270C_A	YER123W
C2_00390C_A	YGL184C
C4_03870C_A	YDL089W
C3_01730C_A	YEL040W
C2_06040C_A	YGR212W
C1_14500C_A	YDR071C
C5_03240W_A	YOR026W
CR_05050W_A	YPR035W
C7_03870W_A	YGL058W
CR_03110W_A	YOL033W
CR_08200C_A	YLL015W
C1_05260C_A	YKL148C
C3_00720W_A	YGL008C
C3_02320W_A	YMR108W
C4_01100C_A	YBR132C
C2_04060C_A	YDR160W
C1_05160C_A	YKR070W
C2_04140W_A	YLR330W
C1_11480W_A	YML123C
C4_00360C_A	YMR034C
C1_12240C_A	YNL040W
C6_01340C_A	YHR100C
C4_04390W_A	YFL034C-A
C1_01910W_A	YER156C
C2_06950C_A	YNR020C
CR_08570W_A	YLR398C
C3_02400C_A	YMR256C
CR_07100W_A	YAL053W
C3_07410C_A	YDR037W
C1_08980C_A	YNL241C
C3_01280W_A	YJL055W
C3_06210C_A	YMR100W
C1_12050W_A	YIL075C
C6_03780C_A	YBR280C
C2_06730W_A	YGR086C
C1_05810W_A	YML094W
C1_10730W_A	YPL222W
C1_00210C_A	YML048W
C2_09900C_A	YNR017W
C1_02120C_A	YPL026C
C4_03280W_A	YDR335W
C1_13880C_A	YML081W
C2_01950C_A	YBR158W
C1_00730C_A	YML057W
C1_02810W_A	YBR114W
C3_02570W_A	YIL108W
C2_01440C_A	YDR424C
C4_05190C_A	YEL015W
C1_12620W_A	YLL021W
CR_08070W_A	YDL230W
C4_02840C_A	YHR041C
C3_06830C_A	YLR419W
C2_01840C_A	YJR052W
C1_12570C_A	YPL101W
C1_11750W_A	YNL101W
C1_12390C_A	YHR010W
C7_04260W_A	YKR084C
C1_10930C_A	YHR111W
C6_00170C_A	YER151C
C4_04660C_A	YIL156W
C4_04130W_A	YIL157C
CR_03870W_A	YDL157C
C3_07950C_A	YDL055C
C7_03280C_A	YLR149C
C5_00180W_A	YLR410W
C5_02170C_A	YER025W
C4_05590W_A	YPR117W
C3_07630C_A	YER161C
CR_05720W_A	YBR126C
C5_04270C_A	YER043C
C5_04580C_A	YJR102C
C5_03310C_A	YNL289W
C3_04090W_A	YHL034C
C1_11620W_A	YDR319C
C7_02790C_A	YDL102W
CR_09470W_A	YPR122W
C5_02040W_A	YPL172C
C1_13110C_A	YBR023C
C1_01850C_A	YGL044C
C2_00100C_A	YJL171C
C2_05930W_A	YDL067C
CR_04000W_A	YOR259C
CR_03550W_A	YNL119W
C2_01670C_A	YGL022W
C3_03560W_A	YER078C
C4_02770C_A	YLR215C
CR_09570W_A	YOR292C
C6_01590W_A	YLR455W
C1_00150C_A	YGL045W
C7_02630W_A	YLR392C
C4_04750W_A	YMR135C
C2_10190C_A	YNL099C
C2_03080W_A	YOR136W
C2_02430W_A	YLR409C
C1_05050C_A	YOR001W
C2_08010W_A	YFL007W
C1_06800W_A	YGL246C
C1_03050W_A	YLR436C
C1_03790C_A	YML074C
C2_00850W_A	YPR047W
C3_06480C_A	YBL001C
C2_07010W_A	YNR021W
C3_04270C_A	YBR291C
CR_03180W_A	YGR163W
C7_00820W_A	YJR068W
C2_07810W_A	YKR044W
CR_01730W_A	YFL010C
C7_03650W_A	YFR025C
C5_00560W_A	YDR092W
C3_01080W_A	YMR286W
C1_10990C_A	YBL103C
C1_00620W_A	YFL034C-B
C2_04300C_A	YPL041C
CR_10440W_A	YOR144C
C4_04120C_A	YDR311W
C2_10320C_A	YOR242C
C2_03020C_A	YJL016W
C2_02370C_A	YDR158W
C3_01830C_A	YDR483W
C5_05100C_A	YDL101C
C2_03330C_A	YLR113W
C1_09430W_A	YMR266W
C2_04240C_A	YKL189W
C1_09810W_A	YGR210C
C1_06080C_A	YNR035C
C4_07220C_A	YDR180W
C1_02360C_A	YLR343W
C2_00470W_A	YMR129W
CR_05550C_A	YOR207C
C2_05150W_A	YJL210W
C4_01780C_A	YBR095C
C1_06540C_A	YCR035C
C1_00450C_A	YFR011C
CR_08980C_A	YOR329C
C3_04370C_A	YJR041C
C2_04650C_A	YJL140W
C3_06360C_A	YDR304C
C7_00570W_A	YPR010C
C3_03110W_A	YGR197C
C6_01300W_A	YBR042C
C1_10270C_A	YJL145W
C1_05660C_A	YBL079W
C4_05660C_A	YBL097W
C3_03180C_A	YLR209C
C1_14380C_A	YPL005W
C2_04210W_A	YOR212W
C4_05450C_A	YIL043C
C3_05300C_A	YLR133W
C2_08070C_A	YKR052C
C5_00290W_A	YLR405W
C1_01360C_A	YJL137C
CR_10790W_A	YGR287C
CR_02510W_A	YOR113W
C7_02570C_A	YNL135C
