HDO-ID	Term
DOID:0003529	central core myopathy
DOID:0003530	chronic wasting disease
DOID:0003532	peste des petits ruminants infectious disease
DOID:0003533	Morbillivirus infectious disease
DOID:0003534	Lafora disease
DOID:0003535	Unverricht-Lundborg syndrome
DOID:0003540	choroid plexus cancer
DOID:0003541	cerebral ventricle cancer
DOID:0003542	adult choroid plexus cancer
DOID:0003544	atypical choroid plexus papilloma
DOID:0003545	childhood choroid plexus cancer
DOID:0003546	somatosensory disorder
DOID:0000355	mast-cell sarcoma
DOID:0003557	superior mesenteric artery syndrome
DOID:0003558	duodenal obstruction
DOID:0003559	pseudomyxoma peritonei
DOID:0000356	intrathoracic lymph node mast cell malignancy
DOID:0003565	meningioma
DOID:0003568	viral hemorrhagic septicemia
DOID:0000357	upper limb lymph node mast cell malignancy
DOID:0003571	liver cancer
DOID:0003572	intracranial sinus thrombosis
DOID:0003574	lateral sinus thrombosis
DOID:0003575	cavernous sinus thrombosis
DOID:0003576	sagittal sinus thrombosis
DOID:0003577	Sertoli cell tumor
DOID:0003578	ovarian gonadoblastoma
DOID:0003579	testicular gonadoblastoma
DOID:0003580	testicular mixed germ cell-sex cord-stromal neoplasm
DOID:0003583	enterotoxemia
DOID:0003584	commensal Clostridium infectious disease
DOID:0003586	Puerperal pyrexia of unknown origin
DOID:0003587	pancreatic ductal carcinoma
DOID:0003589	Poor Prognosis metastatic Gestational Trophoblastic tumor
DOID:0003590	gestational trophoblastic neoplasm
DOID:0003591	Nonmetastatic Gestational Trophoblastic tumor
DOID:0003593	epithelioid trophoblastic tumor
DOID:0003594	choriocarcinoma
DOID:0003596	placental site trophoblastic tumor
DOID:0003597	Good Prognosis metastatic Gestational Trophoblastic tumor
DOID:0003602	toxic encephalopathy
DOID:0003603	mucinous cystadenocarcinoma
DOID:0003604	ovarian mucinous cystadenocarcinoma
DOID:0003605	ovarian cystadenocarcinoma
DOID:0003606	ovarian mucinous adenocarcinoma
DOID:0003607	appendix mucinous cystadenocarcinoma
DOID:0003608	appendix adenocarcinoma
DOID:0003609	breast mucinous cystadenocarcinoma
DOID:0000361	cervix endometriosis
DOID:0003610	breast mucinous carcinoma
DOID:0003611	acute retinal necrosis syndrome
DOID:0003612	retinitis
DOID:0003613	Canavan disease
DOID:0003614	Kallmann syndrome
DOID:0003615	infiltrating angiolipoma
DOID:0003616	angiolipoma
DOID:0003617	epidural spinal canal angiolipoma
DOID:0003618	epidural neoplasm
DOID:0003620	central nervous system cancer
DOID:0003621	central nervous system neuroepithelial neoplasm
DOID:0003627	aortic aneurysm
DOID:0000363	uterine cancer
DOID:0003633	beta-mannosidosis
DOID:0003635	congenital myasthenic syndrome
DOID:0003636	commensal Desulfovibrionaceae infectious disease
DOID:0003637	childhood spinal cord tumor
DOID:0003639	spinal cord intramedullary teratoma
DOID:0000364	spontaneous rupture of bladder
DOID:0003640	central nervous system teratoma
DOID:0003641	conus medullaris neoplasm
DOID:0003642	empty sella syndrome
DOID:0003643	sella turcica neoplasm
DOID:0003644	hypothalamic neoplasm
DOID:0003646	necrosis of pituitary
DOID:0003648	inborn errors pyruvate metabolism
DOID:0003649	pyruvate decarboxylase deficiency
DOID:0000365	bladder disease
DOID:0003650	lactic acidosis
DOID:0003651	pyruvate carboxylase deficiency disease
DOID:0003652	Leigh disease
DOID:0003653	laboratory infectious disease
DOID:0003659	sialuria
DOID:0000366	olfactory nerve neoplasm
DOID:0003660	wheat allergic reaction
DOID:0003663	cutaneous mastocytosis
DOID:0003664	mast cell neoplasm
DOID:0003665	diffuse cutaneous mastocytosis
DOID:0003666	cutaneous solitary mastocytoma
DOID:0003667	Cardiovirus infectious disease
DOID:0003668	Picornaviridae infectious disease
DOID:0003669	intermittent claudication
DOID:0000367	olfactory nerve disease
DOID:0003671	pericoronitis
DOID:0003672	rhabdoid cancer
DOID:0003674	kidney rhabdoid cancer
DOID:0003675	childhood kidney neoplasm
DOID:0003677	pulmonary plasma cell granuloma
DOID:0000368	cerebrum cancer
DOID:0003680	malignant neoplasm of lip, oral cavity and pharynx
DOID:0003683	lung benign neoplasm
DOID:0003686	Helicobacter pylori infectious disease
DOID:0003687	MELAS syndrome
DOID:0003688	plexopathy
DOID:0003689	brachial plexus neuritis
DOID:0000369	olfactory neuroblastoma
DOID:0003690	brachial plexus neuropathy
DOID:0003691	anal colloid adenocarcinoma
DOID:0003692	anal canal adenocarcinoma
DOID:0003693	ampulla of Vater mucinous adenocarcinoma
DOID:0003694	adnexal mucinous adenocarcinoma
DOID:0003695	adnexa adenocarcinoma
DOID:0003696	acute sanguinous otitis media
DOID:0003697	acute transudative otitis media
DOID:0003698	bile duct mucinous adenocarcinoma
DOID:0003699	uterine ligament mucinous adenocarcinoma
DOID:0000037	skin disease
DOID:0000370	malignant olfactory nerve tumor
DOID:0003700	uterine ligament adenocarcinoma
DOID:0003701	cervical mucinous adenocarcinoma
DOID:0003702	cervical adenocarcinoma
DOID:0003703	prostate colloid adenocarcinoma
DOID:0003704	fallopian tube mucinous adenocarcinoma
DOID:0003705	fallopian tube mucinous tumor
DOID:0003706	fallopian tube adenocarcinoma
DOID:0003707	endometrial mucinous adenocarcinoma
DOID:0003709	rectum mucinous adenocarcinoma
DOID:0000371	extracranial neuroblastoma
DOID:0003710	bladder colloid adenocarcinoma
DOID:0003711	bladder adenocarcinoma
DOID:0003713	ovary adenocarcinoma
DOID:0003715	non-suppurative otitis media and eustachian tube disorder
DOID:0003716	mucinous stomach adenocarcinoma
DOID:0003717	gastric adenocarcinoma
DOID:0003718	Arterivirus infectious disease
DOID:0003720	extramedullary plasmacytoma
DOID:0003721	plasmacytoma
DOID:0003722	solitary osseous plasmacytoma
DOID:0003723	solitary plasmacytoma of chest wall
DOID:0003726	puerperal disease
DOID:0003728	acute allergic sanguinous otitis media
DOID:0003729	Respirovirus infectious disease
DOID:0000373	infant nutrition disorder
DOID:0003730	pneumonic pasteurellosis
DOID:0003731	primary Pasteurellaceae infectious disease
DOID:0003732	bovine respiratory disease complex
DOID:0003733	theileriasis
DOID:0003737	verrucous carcinoma
DOID:0003739	human papillomavirus related squamous cell carcinoma
DOID:0000374	nutrition disease
DOID:0003740	vulva verrucous carcinoma
DOID:0003741	bladder verrucous squamous cell carcinoma
DOID:0003742	bladder squamous cell carcinoma
DOID:0003743	cervical verrucous carcinoma
DOID:0003744	cervical squamous cell carcinoma
DOID:0003747	esophagus verrucous carcinoma
DOID:0003748	esophagus squamous cell carcinoma
DOID:0003749	urethral verrucous carcinoma
DOID:0003750	urethra squamous cell carcinoma
DOID:0003751	plantar verrucous skin carcinoma
DOID:0003752	larynx verrucous carcinoma
DOID:0003753	Hermansky-Pudlak syndrome
DOID:0003755	antithrombin III deficiency
DOID:0003756	protein C deficiency
DOID:0003758	Fusobacterium infectious disease
DOID:0003762	cytochrome-c oxidase deficiency disease
DOID:0003763	hermaphroditism
DOID:0003764	Denys-Drash syndrome
DOID:0003765	pseudohermaphroditism
DOID:0003766	leukorrhea
DOID:0003767	vaginal discharge
DOID:0003770	pulmonary fibrosis
DOID:0003772	intraventricular meningioma
DOID:0003773	third ventricle chordoid glioma
DOID:0003774	chordoid glioma
DOID:0003777	granuloma annulare
DOID:0003781	anovulation
DOID:0003783	Coffin-Lowry syndrome
DOID:0000379	external ear disease
DOID:0003798	pleural empyema
DOID:0003799	feline panleukopenia
DOID:0003800	avian leukosis
DOID:0003803	Crigler-Najjar syndrome
DOID:0003805	porokeratosis
DOID:0003809	epidural spinal canal meningioma
DOID:0000381	arthropathy
DOID:0003810	chondrogenic neoplasm
DOID:0003812	mediastinum chondroma
DOID:0003813	central nervous system chondroma
DOID:0003814	extraskeletal chondroma
DOID:0003816	glossopharyngeal nerve paralysis
DOID:0003817	cranial nerve palsy
DOID:0003818	photoallergic dermatitis
DOID:0003819	toxicodendron dermatitis
DOID:0003820	primary Chlamydiaceae infectious disease
DOID:0003821	posterior cerebral artery infarction
DOID:0003825	Shwartzman phenomenon
DOID:0003827	congenital diaphragmatic hernia
DOID:0003828	chromophobe adenoma
DOID:0003829	pituitary adenoma
DOID:0003836	posttransplantation lymphoproliferative disease
DOID:0003837	benign lymphoproliferative disease
DOID:0003838	skin lymphoproliferative disease
DOID:0000384	Wolff-Parkinson-White syndrome
DOID:0003840	craniopharyngioma
DOID:0003842	skull base neoplasm
DOID:0003843	diencephalic neoplasm
DOID:0003844	pediatric craniopharyngioma
DOID:0003845	childhood intracranial neoplasm
DOID:0003846	adamantinous craniopharyngioma
DOID:0003847	papillary craniopharyngioma
DOID:0003848	adult craniopharyngioma
DOID:0003849	adult intracranial neoplasm
DOID:0003850	hemangiopericytic tumor
DOID:0003852	Peutz-Jeghers syndrome
DOID:0003855	seminal vesicle tumor
DOID:0003856	male reproductive organ cancer
DOID:0003857	large cell medulloblastoma
DOID:0003859	relapsed medulloblastoma
DOID:0000386	postpericardiotomy syndrome
DOID:0003860	cerebellar vermis medulloblastoma
DOID:0003861	medullomyoblastoma
DOID:0003862	FAP associated medulloblastoma
DOID:0003863	region 17p13 allelic loss associated medulloblastoma
DOID:0003864	adult medulloblastoma
DOID:0003865	adult central nervous system primitive neuroectodermal neoplasm
DOID:0003866	desmoplastic medulloblastoma
DOID:0003867	nevoid basal cell carcinoma syndrome associated medulloblastoma
DOID:0003868	melanotic medulloblastoma
DOID:0003869	childhood medulloblastoma
DOID:0003870	childhood central nervous system primitive neuroectodermal neoplasm
DOID:0003871	medulloblastoma with leptomeningeal spread
DOID:0003872	leptomeningeal metastases
DOID:0003873	nodular medulloblastoma
DOID:0003875	thrombophlebitis
DOID:0003876	colonic pseudo-obstruction
DOID:0003877	functional colonic disease
DOID:0003878	intestinal pseudo-obstruction
DOID:0003881	Proteus infectious disease
DOID:0003883	Lynch syndrome
DOID:0003890	acute intermittent porphyria
DOID:0003891	placental insufficiency
DOID:0003892	insulinoma
DOID:0003893	hidrocystoma
DOID:0003895	apocrine adenoma
DOID:0003896	hidradenoma
DOID:0003898	skin appendage adenoma
DOID:0003899	skin appendage neoplasm
DOID:0000390	obstetric venous problem
DOID:0003901	vulvitis
DOID:0003902	pseudorabies
DOID:0003904	bronchus carcinoma
DOID:0003905	lung carcinoma
DOID:0003906	bronchial neoplasm
DOID:0003907	lung squamous cell carcinoma
DOID:0003908	non-small cell lung carcinoma
DOID:0003909	bronchogenic lung adenocarcinoma
DOID:0003910	lung adenocarcinoma
DOID:0003911	progeria
DOID:0003914	serous cystadenoma of ovary
DOID:0003916	borderline malignancy serous cystadenoma
DOID:0003917	pancreatic serous cystadenoma
DOID:0003918	pancreatic cystadenoma
DOID:0003919	pancreatic serous cystic neoplasm
DOID:0003923	diffuse lipomatosis
DOID:0003924	main bronchus cancer
DOID:0003925	steroid lipomatosis
DOID:0003926	mediastinal lipomatosis
DOID:0003927	pelvic lipomatosis
DOID:0003928	adiposis dolorosa
DOID:0003930	otitis interna
DOID:0003933	anterior compartment syndrome
DOID:0003939	lipomatous cancer
DOID:0003944	Arenaviridae infectious disease
DOID:0003946	pituitary-dependent Cushing's disease
DOID:0003947	adrenal gland hyperfunction
DOID:0003948	adrenocortical carcinoma
DOID:0003950	adrenal carcinoma
DOID:0003951	acute myocarditis
DOID:0003952	adrenal cortex disease
DOID:0003953	adrenal gland cancer
DOID:0003959	adrenal cortical adenocarcinoma
DOID:0000396	Loeffler endocarditis
DOID:0003962	follicular thyroid carcinoma
DOID:0003963	thyroid carcinoma
DOID:0003964	trabecular follicular adenocarcinoma
DOID:0003965	Merkel cell carcinoma
DOID:0003968	papillary follicular thyroid adenocarcinoma
DOID:0003969	papillary thyroid carcinoma
DOID:0000397	restrictive cardiomyopathy
DOID:0003973	thyroid medullary carcinoma
DOID:0003974	medullary carcinoma
DOID:0003978	extrinsic cardiomyopathy
DOID:0000398	cutaneous tuberculosis
DOID:0003981	pantothenate kinase-associated neurodegeneration
DOID:0003982	Meige syndrome
DOID:0003983	oesophagostomiasis
DOID:0003984	Strongylus equinus infectious disease
DOID:0003985	ostertagiasis
DOID:0000399	tuberculosis
DOID:0003996	urinary system cancer
DOID:0003997	urinary tract infiltrating transitional cell carcinoma
DOID:0003998	Bartholin's gland transitional cell carcinoma
DOID:0003999	Bartholin's gland carcinoma
DOID:0004000	ovary transitional cell carcinoma
DOID:0004001	ovarian carcinoma
DOID:0004003	Schneiderian carcinoma
DOID:0004005	endometrial transitional cell carcinoma
DOID:0004006	bladder transitional cell carcinoma
DOID:0004007	bladder carcinoma
DOID:0004008	fallopian tube transitional cell carcinoma
DOID:0004009	renal pelvis and ureter transitional cell cancer
DOID:0000401	multidrug-resistant tuberculosis
DOID:0004010	renal pelvis and ureter cancer
DOID:0004011	prostate transitional cell carcinoma
DOID:0004012	papillary transitional carcinoma
DOID:0004013	urethra transitional cell carcinoma
DOID:0004014	sarcomatoid transitional cell carcinoma
DOID:0004015	spindle cell carcinoma
DOID:0000402	oral tuberculosis
DOID:0004020	psychomotor disease
DOID:0004022	ureterocele
DOID:0004023	linitis plastica
DOID:0004024	scirrhous adenocarcinoma
DOID:0004025	steatitis
DOID:0004026	vitamin E deficiency
DOID:0004027	fetal distress
DOID:0004028	angioma serpiginosum
DOID:0004029	gastritis
DOID:0000403	mouth disease
DOID:0004030	eosinophilic gastritis
DOID:0004031	eosinophilic gastroenteritis
DOID:0004033	bacterial gastritis
DOID:0004034	fungal gastritis
DOID:0004035	lymphocytic gastritis
DOID:0004036	Helicobacter pylori gastritis
DOID:0004037	necrotizing gastritis
DOID:0004038	granulomatous gastritis
DOID:0004039	Crohn's associated gastritis
DOID:0000404	gastrointestinal tuberculosis
DOID:0004043	skeletal muscle cancer
DOID:0004044	skeletal muscle neoplasm
DOID:0004045	muscle cancer
DOID:0004047	liver rhabdomyosarcoma
DOID:0004048	central nervous system rhabdomyosarcoma
DOID:0004049	mediastinum rhabdomyosarcoma
DOID:0004050	mediastinum sarcoma
DOID:0004051	alveolar rhabdomyosarcoma
DOID:0004052	rhabdomyosarcoma recurrent
DOID:0004053	rectum rhabdomyosarcoma
DOID:0004054	prostate sarcoma
DOID:0004055	ectomesenchymoma
DOID:0004056	adult rhabdomyosarcoma
DOID:0004057	gallbladder rhabdomyosarcoma
DOID:0004058	gallbladder sarcoma
DOID:0004059	ovary rhabdomyosarcoma
DOID:0004060	breast rhabdomyosarcoma
DOID:0004061	testis rhabdomyosarcoma
DOID:0004062	testis sarcoma
DOID:0004064	bile duct sarcoma
DOID:0004065	mixed type rhabdomyosarcoma
DOID:0004066	anus rhabdomyosarcoma
DOID:0004067	anus sarcoma
DOID:0000407	hepatic tuberculosis
DOID:0004071	duodenogastric reflux
DOID:0004072	duodenal disease
DOID:0004073	pancreatic cystadenocarcinoma
DOID:0004074	pancreas adenocarcinoma
DOID:0004075	bile duct cystadenocarcinoma
DOID:0004076	pleomorphic adenoma of the breast
DOID:0004077	metastasizing mixed tumor of salivary gland
DOID:0004078	tricuspid valve stenosis
DOID:0004079	heart valve disease
DOID:0004080	tricuspid valve insufficiency
DOID:0004084	testicular trophoblastic tumor
DOID:0004085	trophoblastic neoplasm
DOID:0004086	testicular germ cell tumor non-seminomatous
DOID:0004087	testicular pure germ cell tumor
DOID:0004088	Torovirus infectious disease
DOID:0000409	liver disease
DOID:0004090	agnosia
DOID:0004091	Caliciviridae infectious disease
DOID:0004092	vesicular exanthema of swine
DOID:0004099	metastatic squamous cell carcinoma
DOID:0000410	tuberculous ascites
DOID:0004102	secondary carcinoma
DOID:0004104	rinderpest
DOID:0004105	canine distemper
DOID:0004106	commensal Bacteroidaceae infectious disease
DOID:0004107	primary Flavobacteriaceae infectious disease
DOID:0004109	tick infestation
DOID:0000411	bovine tuberculosis
DOID:0004110	parasitic ectoparasitic infectious disease
DOID:0004111	cervical adenosarcoma
DOID:0004112	cervical carcinosarcoma
DOID:0004113	uterine corpus adenosarcoma
DOID:0004114	uterine body mixed cancer
DOID:0004115	ovarian mesodermal adenosarcoma
DOID:0004117	vaginal adenosarcoma
DOID:0004118	colon neuroendocrine neoplasm
DOID:0004119	intestinal neuroendocrine benign tumor
DOID:0000412	atypical Mycobacterium infectious disease
DOID:0004121	West Nile virus infectious disease
DOID:0004123	nail disease
DOID:0000413	avian tuberculosis
DOID:0004131	erythrasma
DOID:0004136	myxosarcoma
DOID:0004137	common bile duct disease
DOID:0004138	bile duct disease
DOID:0000414	cardiovascular tuberculosis
DOID:0004140	biliary dyskinesia
DOID:0004141	intraorbital meningioma
DOID:0004142	meningioma by site
DOID:0004143	orbital cancer
DOID:0004144	herpes zoster dermatitis
DOID:0004147	gastrointestinal adenoma
DOID:0004148	gastrointestinal neuroendocrine benign tumor
DOID:0004151	skull base chordoma
DOID:0004152	chondroid chordoma
DOID:0004153	spinal chordoma
DOID:0004154	dentinogenesis imperfecta
DOID:0004156	primary syphilis
DOID:0004157	secondary syphilis
DOID:0004159	skin cancer
DOID:0004160	differentiating neuroblastoma
DOID:0004161	relapsed neuroblastoma
DOID:0004163	ganglioneuroblastoma
DOID:0004164	cerebral neuroblastoma
DOID:0004165	regional neuroblastoma
DOID:0004166	syphilis
DOID:0000417	hypersensitivity reaction type II disease
DOID:0004170	localized resectable neuroblastoma
DOID:0004172	localized unresectable neuroblastoma
DOID:0004173	disseminated neuroblastoma
DOID:0004175	Rh isoimmunization
DOID:0004176	blood group incompatibility
DOID:0000418	systemic scleroderma
DOID:0004183	pseudopseudohypoparathyroidism
DOID:0004184	pseudohypoparathyroidism
DOID:0004186	articulation disorder
DOID:0004188	echolalia
DOID:0004189	mutism
DOID:0000419	scleroderma
DOID:0004193	intracranial thrombosis
DOID:0004194	glucose metabolism disease
DOID:0004195	hyperglycemia
DOID:0004196	femoral neuropathy
DOID:0000420	hypertrichosis
DOID:0004200	commensal Bifidobacteriales infectious disease
DOID:0004201	peroneal neuropathy
DOID:0004202	brain stem glioma
DOID:0004203	brain stem cancer
DOID:0004205	cerebellum cancer
DOID:0004206	childhood brain stem neoplasm
DOID:0004207	childhood infratentorial neoplasm
DOID:0004209	brainstem intraparenchymal clear cell meningioma
DOID:0000421	hair disease
DOID:0004210	clear cell meningioma
DOID:0004211	posterior cranial fossa meningioma
DOID:0004217	malignant ovarian Brenner tumor
DOID:0000422	congenital structural myopathy
DOID:0004223	pyoderma
DOID:0004224	adult soft tissue sarcoma
DOID:0004226	endometrial stromal sarcoma
DOID:0004227	uterine corpus endometrial stromal sarcoma
DOID:0004228	stromal sarcoma
DOID:0000423	myopathy
DOID:0004230	smooth muscle cancer
DOID:0004231	histiocytoma
DOID:0004232	extraosseous Ewing's sarcoma
DOID:0004233	clear cell sarcoma
DOID:0004235	spindle cell sarcoma
DOID:0004236	carcinosarcoma
DOID:0004238	malignant soft tissue neoplasm of central nervous system
DOID:0004239	alveolar soft part sarcoma
DOID:0000424	pulmonary immaturity
DOID:0004240	malignant miscellaneous mesenchymal tumor
DOID:0004242	kidney sarcoma
DOID:0004245	extraskeletal cartilaginous and osseous tumor
DOID:0004246	malignant mediastinal mesenchymal tumor
DOID:0004247	coronary restenosis
DOID:0004248	coronary stenosis
DOID:0004249	Gerstmann-Straussler-Scheinker syndrome
DOID:0000425	certain conditions originating in the perinatal period
DOID:0004250	conjunctivochalasis
DOID:0004251	conjunctival disease
DOID:0004252	Alexander disease
DOID:0004253	melorheostosis
DOID:0004254	osteosclerosis
DOID:0004256	rheumatism
DOID:0004257	Caffey disease
DOID:0004258	Weissenbacher-Zweymüller syndrome
DOID:0004260	gait apraxia
DOID:0004263	drug-induced akathisia
DOID:0004265	angiomyoma
DOID:0004266	intravascular angioleiomyoma
DOID:0004267	akinetic mutism
DOID:0004270	encephalitozoonosis
DOID:0004271	microsporidiosis
DOID:0004273	bovine hemorrhagic syndrome
DOID:0004274	Pestivirus infectious disease
DOID:0004277	penis basal cell carcinoma
DOID:0004278	scrotum basal cell carcinoma
DOID:0004279	infundibulocystic basal cell carcinoma
DOID:0004280	nodular basal cell carcinoma
DOID:0004281	metatypical basal cell carcinoma
DOID:0004282	pigmented basal cell carcinoma
DOID:0004283	anal margin basal cell carcinoma
DOID:0004284	anal margin carcinoma
DOID:0004285	complications of pregnancy, childbirth and the puerperium
DOID:0004286	sebaceous basal cell carcinoma
DOID:0004287	external ear basal cell carcinoma
DOID:0004288	external ear carcinoma
DOID:0004289	micronodular basal cell carcinoma
DOID:0000429	gynatresia
DOID:0004290	adamantinoid basal cell epithelioma
DOID:0004291	fibroepithelial basal cell carcinoma
DOID:0004292	morpheaform basal cell carcinoma
DOID:0004293	clear cell basal cell carcinoma
DOID:0004294	adenoid basal cell carcinoma
DOID:0004295	follicular basal cell carcinoma
DOID:0004297	scimitar syndrome
DOID:0004298	respiratory system abnormality
DOID:0004299	infiltrative basal cell carcinoma
DOID:0004300	superficial basal cell carcinoma
DOID:0004301	vulva basal cell carcinoma
DOID:0004302	cystic basal cell carcinoma
DOID:0004303	sarcomatoid basal cell carcinoma
DOID:0004304	signet ring basal cell carcinoma
DOID:0004305	bone giant cell tumor
DOID:0004306	radiculopathy
DOID:0004307	polyradiculopathy
DOID:0004308	polyradiculoneuropathy
DOID:0000431	myofascial pain syndrome
DOID:0004310	smooth muscle tumor
DOID:0004313	epidermolysis bullosa acquisita
DOID:0004318	visna
DOID:0004320	non-gestational choriocarcinoma
DOID:0004321	large cell acanthoma
DOID:0004322	pilar sheath acanthoma
DOID:0004323	epidermolytic acanthoma
DOID:0004324	acantholytic acanthoma
DOID:0004325	Ebola hemorrhagic fever
DOID:0004326	Filoviridae infectious disease
DOID:0004327	Marburg hemorrhagic fever
DOID:0004329	Erdheim-Chester disease
DOID:0000433	Intraventricular hemorrhage from any perinatal cause
DOID:0004330	non-langerhans-cell histiocytosis
DOID:0004331	burning mouth syndrome
DOID:0004332	familial hypophosphatemia
DOID:0004333	parovarian cyst
DOID:0004334	splenic manifestation of prolymphocytic leukemia
DOID:0004336	tinea favosa
DOID:0004337	tinea capitis
DOID:0000434	anterior mediastinum cancer
DOID:0004346	variegate porphyria
DOID:0004347	lymphocele
DOID:0004349	complications occurring mainly in the course of labor and delivery
DOID:0000435	malignant neoplasm of thymus, heart and mediastinum
DOID:0004350	bovine anaplasmosis
DOID:0004351	primary Anaplasmataceae infectious disease
DOID:0004352	ciliary body cancer
DOID:0004353	ciliary body disease
DOID:0004356	regressing malignant melanoma
DOID:0004357	experimental melanoma
DOID:0004358	metastatic melanoma
DOID:0004359	amelanotic melanoma
DOID:0000436	posterior mediastinum cancer
DOID:0004360	epithelioid cell melanoma
DOID:0004362	cervical cancer
DOID:0004364	malignant breast melanoma
DOID:0004367	apparent mineralocorticoid excess syndrome
DOID:0004369	brain hypoxia-Ischemia
DOID:0000437	myasthenia gravis
DOID:0004370	stomach diverticulosis
DOID:0004371	Schnitzler syndrome
DOID:0004372	intracranial embolism
DOID:0004374	silo filler's disease
DOID:0004375	agricultural workers' disease
DOID:0004376	milk allergic reaction
DOID:0004377	egg allergy
DOID:0004378	peanut allergic reaction
DOID:0004379	nut allergic reaction
DOID:0000438	autoimmune disease of the nervous system
DOID:0004381	conventional alveolar rhabdomyosarcoma
DOID:0004383	solid alveolar rhabdomyosarcoma
DOID:0004384	orbit alveolar rhabdomyosarcoma
DOID:0004385	papillary squamous carcinoma
DOID:0004386	myofibroma
DOID:0004387	recurrent peripheral primitive neuroectodermal tumor
DOID:0004388	bone peripheral neuroepithelioma
DOID:0004389	soft tissue peripheral neuroepithelioma
DOID:0000439	neuromuscular junction disease
DOID:0004393	Henipavirus infectious disease
DOID:0004394	reticulohistiocytic granuloma
DOID:0004397	granulomatous dermatitis
DOID:0004398	pustulosis of palm and sole
DOID:0004399	acneiform dermatitis
DOID:0000440	neuromuscular disease
DOID:0004400	dermatosis papulosa nigra
DOID:0004403	cervical glandular tumor
DOID:0004404	occupational dermatitis
DOID:0004406	spongiotic dermatitis
DOID:0004407	phototoxic dermatitis
DOID:0004409	folliculitis
DOID:0004410	contact dermatitis due to arnica
DOID:0004411	hepatitis E
DOID:0004412	Astroviridae infectious disease
DOID:0004413	cervix melanoma
DOID:0004415	fibrous histiocytoma
DOID:0004418	cutaneous fibrous histiocytoma
DOID:0004419	benign deep fibrous histiocytoma
DOID:0004422	malignant adenofibroma
DOID:0004423	sea-blue histiocyte syndrome
DOID:0004424	juvenile xanthogranuloma
DOID:0004425	lipogranuloma
DOID:0004428	dyslexia
DOID:0004430	somatostatinoma
DOID:0004432	pancreatic somatostatinoma
DOID:0004433	pancreatic delta cell neoplasm
DOID:0004434	small intestine neuroendocrine neoplasm
DOID:0004435	cavernous sinus meningioma
DOID:0004436	anterior cranial fossa meningioma
DOID:0004437	skull base meningioma
DOID:0004438	central nervous system germinoma
DOID:0004439	central nervous system germ cell tumor
DOID:0004440	seminoma
DOID:0004441	dysgerminoma
DOID:0004442	cervical alveolar soft part sarcoma
DOID:0004443	cervical soft tissue tumor
DOID:0004445	arachnoid cyst
DOID:0004446	central nervous system cyst
DOID:0004447	cystoid macular edema
DOID:0004448	macular degeneration
DOID:0004449	macular retinal edema
DOID:0000445	Bartter disease
DOID:0004450	renal cell carcinoma
DOID:0004451	renal carcinoma
DOID:0004452	recurrent renal cell carcinoma
DOID:0004454	childhood kidney cell carcinoma
DOID:0004455	hereditary renal cell carcinoma
DOID:0000446	hyperaldosteronism
DOID:0004463	multilocular clear cell renal cell carcinoma
DOID:0004464	collecting duct carcinoma
DOID:0004465	papillary renal cell carcinoma
DOID:0004467	renal clear cell carcinoma
DOID:0004468	clear cell adenocarcinoma
DOID:0000447	renal tubular transport disease
DOID:0004471	chromophobe adenocarcinoma
DOID:0004472	mucinous tubular and spindle renal cell carcinoma
DOID:0004473	sarcomatoid renal cell carcinoma
DOID:0004478	drug-Induced dyskinesia
DOID:0004479	pseudohypoaldosteronism
DOID:0000448	facial neoplasm
DOID:0004480	achondroplasia
DOID:0004481	allergic rhinitis
DOID:0004483	rhinitis
DOID:0004486	malignant biphasic mesothelioma
DOID:0004488	sarcomatoid mesothelioma
DOID:0004489	malignant epithelial mesothelioma
DOID:0000449	head neoplasm
DOID:0004490	malignant peritoneal solitary fibrous tumor
DOID:0004491	persian gulf syndrome
DOID:0004492	avian influenza
DOID:0004493	Orthomyxoviridae infectious disease
DOID:0004496	metastatic malignant neoplasm to the cervix
DOID:0004499	child nutrition disorder
DOID:0000450	myotonic disease
DOID:0004500	hypokalemia
DOID:0004501	orofaciodigital syndrome
DOID:0004502	relapsed angiosarcoma
DOID:0004504	central nervous system angiosarcoma
DOID:0004505	pediatric angiosarcoma
DOID:0004509	angiosarcoma associated with lymphedema
DOID:0004510	aorta angiosarcoma
DOID:0004511	breast angiosarcoma
DOID:0004512	conventional angiosarcoma
DOID:0004513	gallbladder angiosarcoma
DOID:0004514	thyroid angiosarcoma
DOID:0004515	thyroid sarcoma
DOID:0004517	skin angiosarcoma
DOID:0000452	pleomorphic adenoma
DOID:0004520	cervical endometrial stromal sarcoma
DOID:0004521	cervix endometrial stromal tumor
DOID:0004522	superior vena cava angiosarcoma
DOID:0004524	prostate angiosarcoma
DOID:0004525	mediastinum angiosarcoma
DOID:0004527	ovarian angiosarcoma
DOID:0004531	mucoepidermoid carcinoma
DOID:0004534	Hallermann-Streiff syndrome
DOID:0004535	hypotrichosis
DOID:0004539	labyrinthine disease
DOID:0004540	dysgraphia
DOID:0004541	nominal aphasia
DOID:0004542	basophil adenoma
DOID:0004543	retrograde amnesia
DOID:0004545	mesenchymal chondrosarcoma
DOID:0004546	pediatric mesenchymal chondrosarcoma
DOID:0004547	adult mesenchymal chondrosarcoma
DOID:0004548	extraskeletal mesenchymal chondrosarcoma
DOID:0004549	extraosseous chondrosarcoma
DOID:0004550	anal gland neoplasm
