ProtA	ProtB	Label
F37C12.11	K08F4.2	negative
F37C12.11	K11H12.2	negative
F37C12.11	K12C11.2	negative
F37C12.11	M01F1.2	negative
F37C12.11	M110.4	negative
F37C12.11	M117.2	negative
F37C12.11	M18.7	negative
F37C12.11	R07B1.10	negative
F37C12.11	R07G3.1	negative
F37C12.11	R08D7.3	negative
F37C12.11	R11A8.6	negative
F37C12.11	R11D1.8	negative
F37C12.11	R12E2.3	negative
F37C12.11	R13A5.8	negative
F37C12.11	R151.3	negative
F37C12.11	T01B7.4	negative
F37C12.11	T01G9.6	negative
F37C12.11	T02G5.9	negative
F37C12.11	T04C12.5	negative
F37C12.11	T05C12.7	negative
F37C12.11	T06D8.8	negative
F37C12.11	T08B2.10	negative
F37C12.11	T10B5.5	negative
F37C12.11	T10E9.7	negative
F37C12.11	T10F2.4	negative
F37C12.11	T16G1.11	negative
F37C12.11	T20G5.1	negative
F37C12.11	T20G5.2	negative
F37C12.11	T21B10.7	negative
F37C12.11	T21H3.3	negative
F37C12.11	T22D1.10	negative
F37C12.11	T22D1.9	negative
F37C12.11	T22F3.4	negative
F37C12.11	T23D8.4	negative
F37C12.11	T24B8.1	negative
F37C12.11	T28D9.10	negative
F37C12.11	W01B11.3	negative
F37C12.11	W03D2.4	negative
F37C12.11	W08D2.7	negative
F37C12.11	W09C5.6	negative
F37C12.11	W10C8.5	negative
F37C12.11	Y102A5A.1	negative
F37C12.11	Y106G6H.3	negative
F37C12.11	Y111B2A.18	negative
F37C12.11	Y113G7B.17	negative
F37C12.11	Y116A8C.42	negative
F37C12.11	Y18D10A.5	negative
F37C12.11	Y22D7AL.5	negative
F37C12.11	Y24D9A.4	negative
F37C12.11	Y37E3.10	negative
F37C12.11	Y37E3.7	negative
F37C12.11	Y37E3.8	negative
F37C12.11	Y39A1C.3	negative
F37C12.11	Y45F10D.12	negative
F37C12.11	Y48G9A.3	negative
F37C12.11	Y49E10.1	negative
F37C12.11	Y49E10.15	negative
F37C12.11	Y53G8AL.2	negative
F37C12.11	Y54E10BL.5	negative
F37C12.11	Y54E2A.11	negative
F37C12.11	Y54F10AM.5	negative
F37C12.11	Y54G9A.6	negative
F37C12.11	Y55B1AR.1	negative
F37C12.11	Y71F9AL.13	negative
F37C12.11	Y71F9AL.16	negative
F37C12.11	Y71F9B.4	negative
F37C12.11	Y71H2AM.23	negative
F37C12.11	Y74C10AR.1	negative
F37C12.11	Y75B12B.2	negative
F37C12.11	Y87G2A.6	negative
F37C12.11	ZC434.5	negative
F37C12.11	ZK1010.1	negative
F37C12.11	ZK131.8	negative
F37C12.11	ZK20.5	negative
F37C12.11	ZK328.2	negative
F37C12.11	ZK652.4	negative
F37C12.4	F37C12.9	negative
F37C12.4	F37E3.1	negative
F37C12.4	F38H4.9	negative
F37C12.4	F39B2.6	negative
F37C12.4	F40F11.1	negative
F37C12.4	F40F8.10	negative
F37C12.4	F41C3.5	negative
F37C12.4	F42C5.8	negative
F37C12.4	F43E2.8	negative
F37C12.4	F46F11.2	negative
F37C12.4	F47B10.1	negative
F37C12.4	F48E8.5	negative
F37C12.4	F49C12.8	negative
F37C12.4	F52D10.3	negative
F37C12.4	F53A3.3	negative
F37C12.4	F54A3.3	negative
F37C12.4	F54E7.2	negative
F37C12.4	F55D10.2	negative
F37C12.4	F56C9.1	negative
F37C12.4	F56E10.4	negative
F37C12.4	F56F3.5	negative
F37C12.4	F56H1.4	negative
F37C12.4	F57B9.6	negative
F37C12.4	F58D5.1	negative
F37C12.4	F58F12.1	negative
F37C12.4	H06I04.4	negative
F37C12.4	JC8.2	negative
F37C12.4	K01C8.10	negative
F37C12.4	K01G5.4	negative
F37C12.4	K02B2.5	negative
F37C12.4	K08F4.2	negative
F37C12.4	M110.4	negative
F37C12.4	M117.2	negative
F37C12.4	M28.5	negative
F37C12.4	R08D7.3	negative
F37C12.4	R12E2.3	negative
F37C12.4	R151.9	negative
F37C12.4	T01C3.6	negative
F37C12.4	T01G9.6	negative
F37C12.4	T02G5.9	negative
F37C12.4	T04C12.5	negative
F37C12.4	T05C12.7	negative
F37C12.4	T05E11.1	negative
F37C12.4	T05F1.3	negative
F37C12.4	T05F1.6	negative
F37C12.4	T06D8.8	negative
F37C12.4	T08B2.10	negative
F37C12.4	T10F2.4	negative
F37C12.4	T16G1.11	negative
F37C12.4	T20G5.1	negative
F37C12.4	T20G5.2	negative
F37C12.4	T21B10.7	negative
F37C12.4	T21H3.3	negative
F37C12.4	T27E9.1	negative
F37C12.4	W04D2.1	negative
F37C12.4	Y102A5A.1	negative
F37C12.4	Y105E8A.16	negative
F37C12.4	Y106G6H.2	negative
F37C12.4	Y22D7AL.5	negative
F37C12.4	Y37E3.10	negative
F37C12.4	Y38A10A.5	negative
F37C12.4	Y39A1C.3	negative
F37C12.4	Y39G10AR.8	negative
F37C12.4	Y41C4A.10	negative
F37C12.4	Y41D4B.5	negative
F37C12.4	Y41E3.4	negative
F37C12.4	Y43B11AR.4	negative
F37C12.4	Y45G12B.1	negative
F37C12.4	Y46G5A.4	negative
F37C12.4	Y49E10.1	negative
F37C12.4	Y50D7A.7	negative
F37C12.4	Y54E2A.11	negative
F37C12.4	Y54F10AM.5	negative
F37C12.4	Y56A3A.19	negative
F37C12.4	Y57G11C.16	negative
F37C12.4	Y69A2AR.18	negative
F37C12.4	Y71A12B.1	negative
F37C12.4	Y71G12B.11	negative
F37C12.4	ZC434.2	negative
F37C12.4	ZC434.5	negative
F37C12.4	ZK131.8	negative
F37C12.4	ZK20.5	negative
F37C12.4	ZK328.2	negative
F37C12.4	ZK945.2	negative
F37C12.9	F41C3.5	negative
F37C12.9	F42A6.7	negative
F37C12.9	F43E2.8	negative
F37C12.9	F46F11.2	negative
F37C12.9	F46H5.3	negative
F37C12.9	F47B10.1	negative
F37C12.9	F49C12.8	negative
F37C12.9	F52B5.6	negative
F37C12.9	F52D10.3	negative
F37C12.9	F53G12.10	negative
F37C12.9	F54C9.5	negative
F37C12.9	F55D10.2	negative
F37C12.9	F56H1.4	negative
F37C12.9	F57B9.6	negative
F37C12.9	F58F12.1	negative
F37C12.9	H06H21.3	negative
F37C12.9	H28O16.1	negative
F37C12.9	JC8.3	negative
F37C12.9	K01G5.4	negative
F37C12.9	K04D7.1	negative
F37C12.9	K07A1.12	negative
F37C12.9	K08F4.2	negative
F37C12.9	K12C11.2	negative
F37C12.9	M01F1.2	negative
F37C12.9	M110.4	negative
F37C12.9	M117.2	negative
F37C12.9	R07B1.10	negative
F37C12.9	R11A8.6	negative
F37C12.9	R11D1.8	negative
F37C12.9	R12E2.3	negative
F37C12.9	R13A5.8	negative
F37C12.9	R151.3	negative
F37C12.9	R74.1	negative
F37C12.9	T04C12.5	negative
F37C12.9	T05C12.7	negative
F37C12.9	T08B2.10	negative
F37C12.9	T10B5.5	negative
F37C12.9	T12D8.6	negative
F37C12.9	T20G5.1	negative
F37C12.9	T21B10.7	negative
F37C12.9	T21H3.3	negative
F37C12.9	T23D8.4	negative
F37C12.9	T24B8.1	negative
F37C12.9	T27E9.1	negative
F37C12.9	W01B11.3	negative
F37C12.9	W03D2.4	negative
F37C12.9	Y106G6H.14	negative
F37C12.9	Y106G6H.2	negative
F37C12.9	Y106G6H.3	negative
F37C12.9	Y22D7AL.5	negative
F37C12.9	Y24D9A.4	negative
F37C12.9	Y37E3.7	negative
F37C12.9	Y37E3.8	negative
F37C12.9	Y38A10A.5	negative
F37C12.9	Y39A1C.3	negative
F37C12.9	Y41E3.4	negative
F37C12.9	Y45F10D.12	negative
F37C12.9	Y47D3B.10	negative
F37C12.9	Y48B6A.2	negative
F37C12.9	Y48G8AL.8	negative
F37C12.9	Y50D7A.7	negative
F37C12.9	Y69A2AR.18	negative
F37C12.9	Y71F9AL.13	negative
F37C12.9	ZC434.5	negative
F37C12.9	ZK131.8	negative
F37C12.9	ZK652.4	negative
F37E3.1	F39B2.6	negative
F37E3.1	F49C12.8	negative
F37E3.1	F54A3.3	negative
F37E3.1	F56C9.1	negative
F37E3.1	F58D5.1	negative
F37E3.1	JC8.2	negative
F37E3.1	K01C8.10	negative
F37E3.1	R08D7.3	negative
F37E3.1	R151.3	negative
F37E3.1	R151.9	negative
F37E3.1	T01C3.6	negative
F37E3.1	T01G9.6	negative
F37E3.1	T05F1.6	negative
F37E3.1	T10F2.4	negative
F37E3.1	T16G1.11	negative
F37E3.1	T20G5.2	negative
F37E3.1	T21H3.3	negative
F37E3.1	W04D2.1	negative
F37E3.1	Y102A5A.1	negative
F37E3.1	Y106G6H.2	negative
F37E3.1	Y24D9A.4	negative
F37E3.1	Y39G10AR.8	negative
F37E3.1	Y41C4A.10	negative
F37E3.1	Y41D4B.5	negative
F37E3.1	Y43B11AR.4	negative
F37E3.1	Y45F10D.12	negative
F37E3.1	Y46G5A.4	negative
F37E3.1	Y48B6A.2	negative
F37E3.1	Y56A3A.19	negative
F37E3.1	Y71G12B.11	negative
F37E3.1	ZC434.2	negative
F37E3.1	ZC434.5	negative
F37E3.1	ZK20.5	negative
F37E3.1	ZK945.2	negative
F38H4.9	F40F11.1	negative
F38H4.9	F41C3.5	negative
F38H4.9	F42A6.7	negative
F38H4.9	F42G9.1	negative
F38H4.9	F43E2.8	negative
F38H4.9	F45H11.2	negative
F38H4.9	F46F11.2	negative
F38H4.9	F47B10.1	negative
F38H4.9	F47D12.4	negative
F38H4.9	F48F7.1	negative
F38H4.9	F49C12.8	negative
F38H4.9	F53A3.3	negative
F38H4.9	F53H8.2	negative
F38H4.9	F54A3.3	negative
F38H4.9	F54C9.5	negative
F38H4.9	F54E7.2	negative
F38H4.9	F56B3.8	negative
F38H4.9	F56D2.6	negative
F38H4.9	F56E10.4	negative
F38H4.9	F56F3.5	negative
F38H4.9	F56H1.4	negative
F38H4.9	F57B9.10	negative
F38H4.9	F57B9.6	negative
F38H4.9	F58B3.5	negative
F38H4.9	F58D5.1	negative
F38H4.9	F58E10.3	negative
F38H4.9	F58F12.1	negative
F38H4.9	F59A2.3	negative
F38H4.9	F59C6.5	negative
F38H4.9	H06H21.3	negative
F38H4.9	H06I04.4	negative
F38H4.9	H27M09.2	negative
F38H4.9	JC8.2	negative
F38H4.9	K01C8.10	negative
F38H4.9	K01G5.4	negative
F38H4.9	K04D7.1	negative
F38H4.9	K04G7.4	negative
F38H4.9	K06H7.6	negative
F38H4.9	K07A12.3	negative
F38H4.9	K07C5.4	negative
F38H4.9	K07D4.3	negative
F38H4.9	K08F4.2	negative
F38H4.9	K11E8.1	negative
F38H4.9	K12C11.2	negative
F38H4.9	M01E5.5	negative
F38H4.9	M117.2	negative
F38H4.9	M88.2	negative
F38H4.9	R08D7.3	negative
F38H4.9	R12E2.3	negative
F38H4.9	R151.3	negative
F38H4.9	R74.1	negative
F38H4.9	T01B7.4	negative
F38H4.9	T01G9.6	negative
F38H4.9	T02G5.9	negative
F38H4.9	T04C12.5	negative
F38H4.9	T05C12.7	negative
F38H4.9	T05E11.1	negative
F38H4.9	T07A9.11	negative
F38H4.9	T10B5.5	negative
F38H4.9	T10E9.7	negative
F38H4.9	T10F2.4	negative
F38H4.9	T16G1.11	negative
F38H4.9	T20G5.1	negative
F38H4.9	T20G5.2	negative
F38H4.9	T21B10.7	negative
F38H4.9	T22D1.10	negative
F38H4.9	T22D1.9	negative
F38H4.9	T22F3.4	negative
F38H4.9	T23B12.3	negative
F38H4.9	T23D8.4	negative
F38H4.9	T28D9.10	negative
F38H4.9	W01A11.4	negative
F38H4.9	W01B11.3	negative
F38H4.9	W08D2.7	negative
F38H4.9	W08F4.8	negative
F38H4.9	W09C5.6	negative
F38H4.9	W10C8.5	negative
F38H4.9	Y105E8A.16	negative
F38H4.9	Y106G6H.2	negative
F38H4.9	Y106G6H.3	negative
F38H4.9	Y111B2A.18	negative
F38H4.9	Y113G7B.17	negative
F38H4.9	Y18D10A.5	negative
F38H4.9	Y24D9A.4	negative
F38H4.9	Y37E3.10	negative
F38H4.9	Y39A1C.3	negative
F38H4.9	Y41D4B.5	negative
F38H4.9	Y46G5A.4	negative
F38H4.9	Y46H3A.7	negative
F38H4.9	Y47D3B.10	negative
F38H4.9	Y48G8AL.8	negative
F38H4.9	Y48G9A.3	negative
F38H4.9	Y49E10.1	negative
F38H4.9	Y53G8AL.2	negative
F38H4.9	Y54E10BL.5	negative
F38H4.9	Y54F10AM.5	negative
F38H4.9	Y54G9A.6	negative
F38H4.9	Y55B1AR.1	negative
F38H4.9	Y57G11C.16	negative
F38H4.9	Y71F9AL.13	negative
F38H4.9	Y71F9AL.16	negative
F38H4.9	Y71G12B.11	negative
F38H4.9	Y71H10A.1	negative
F38H4.9	Y71H2AM.23	negative
F38H4.9	Y71H2B.10	negative
F38H4.9	Y74C10AR.1	negative
F38H4.9	Y75B12B.2	negative
F38H4.9	Y75B12B.5	negative
F38H4.9	Y79H2A.6	negative
F38H4.9	Y80D3A.2	negative
F38H4.9	Y87G2A.6	negative
F38H4.9	ZC434.2	negative
F38H4.9	ZC434.5	negative
F38H4.9	ZK1010.1	negative
F38H4.9	ZK945.2	negative
F39B2.6	F42A6.7	negative
F39B2.6	F43E2.8	negative
F39B2.6	F46F11.2	negative
F39B2.6	F46H5.3	negative
F39B2.6	F47B10.1	negative
F39B2.6	F49C12.8	negative
F39B2.6	F52B5.6	negative
F39B2.6	F53G12.10	negative
F39B2.6	F54A3.3	negative
F39B2.6	F54C9.5	negative
F39B2.6	F55D10.2	negative
F39B2.6	F56B3.8	negative
F39B2.6	F56C9.1	negative
F39B2.6	F56H1.4	negative
F39B2.6	F57B9.10	negative
F39B2.6	F57B9.6	negative
F39B2.6	F58D5.1	negative
F39B2.6	F58F12.1	negative
F39B2.6	H06H21.3	negative
F39B2.6	H28O16.1	negative
F39B2.6	JC8.2	negative
F39B2.6	JC8.3	negative
F39B2.6	K01C8.10	negative
F39B2.6	K01G5.4	negative
F39B2.6	K04D7.1	negative
F39B2.6	K04G7.4	negative
F39B2.6	K04H4.1	negative
F39B2.6	K07A1.12	negative
F39B2.6	K07A12.3	negative
F39B2.6	K07D4.3	negative
F39B2.6	K08F4.2	negative
F39B2.6	K12C11.2	negative
F39B2.6	K12H4.3	negative
F39B2.6	M110.4	negative
F39B2.6	M18.7	negative
F39B2.6	M28.5	negative
F39B2.6	R07B1.10	negative
F39B2.6	R08D7.3	negative
F39B2.6	R11A8.6	negative
F39B2.6	R11D1.8	negative
F39B2.6	R13A5.8	negative
F39B2.6	R151.3	negative
F39B2.6	R151.9	negative
F39B2.6	R74.1	negative
F39B2.6	T01G9.6	negative
F39B2.6	T04C12.5	negative
F39B2.6	T05C12.7	negative
F39B2.6	T05F1.6	negative
F39B2.6	T06D8.8	negative
F39B2.6	T08B2.10	negative
F39B2.6	T10B5.5	negative
F39B2.6	T10F2.4	negative
F39B2.6	T12D8.6	negative
F39B2.6	T16G1.11	negative
F39B2.6	T20G5.2	negative
F39B2.6	T21B10.7	negative
F39B2.6	T21H3.3	negative
F39B2.6	T23D8.4	negative
F39B2.6	T24B8.1	negative
F39B2.6	T27E9.1	negative
F39B2.6	T28D9.10	negative
F39B2.6	W01B11.3	negative
F39B2.6	W03D2.4	negative
F39B2.6	W04D2.1	negative
F39B2.6	Y102A5A.1	negative
F39B2.6	Y106G6H.14	negative
F39B2.6	Y106G6H.2	negative
F39B2.6	Y106G6H.3	negative
F39B2.6	Y113G7B.17	negative
F39B2.6	Y22D7AL.5	negative
F39B2.6	Y24D9A.4	negative
F39B2.6	Y37E3.10	negative
F39B2.6	Y37E3.8	negative
F39B2.6	Y38A10A.5	negative
F39B2.6	Y39A1C.3	negative
F39B2.6	Y39G10AR.8	negative
F39B2.6	Y41C4A.10	negative
F39B2.6	Y41E3.4	negative
F39B2.6	Y45F10D.12	negative
F39B2.6	Y45G12B.1	negative
F39B2.6	Y46G5A.4	negative
F39B2.6	Y48B6A.2	negative
F39B2.6	Y48G8AL.8	negative
F39B2.6	Y50D7A.4	negative
F39B2.6	Y50D7A.7	negative
F39B2.6	Y54E10BL.5	negative
F39B2.6	Y54F10AM.5	negative
F39B2.6	Y56A3A.19	negative
F39B2.6	Y57G11C.34	negative
F39B2.6	Y69A2AR.18	negative
F39B2.6	Y71F9AL.13	negative
F39B2.6	Y71G12B.11	negative
F39B2.6	Y74C10AR.1	negative
F39B2.6	ZC434.5	negative
F39B2.6	ZK131.8	negative
F39B2.6	ZK20.5	negative
F39B2.6	ZK328.2	negative
F39B2.6	ZK652.4	negative
F39B2.6	ZK945.2	negative
F40F11.1	F47B10.1	negative
F40F11.1	F48E8.5	negative
F40F11.1	F49C12.8	negative
F40F11.1	F52B5.6	negative
F40F11.1	F52D10.3	negative
F40F11.1	F53G12.10	negative
F40F11.1	F54A3.3	negative
F40F11.1	F54C4.1	negative
F40F11.1	F54C9.5	negative
F40F11.1	F55D10.2	negative
F40F11.1	F56H1.4	negative
F40F11.1	F57B9.10	negative
F40F11.1	F57B9.6	negative
F40F11.1	F58B3.5	negative
F40F11.1	F58F12.1	negative
F40F11.1	H28O16.1	negative
F40F11.1	JC8.3	negative
F40F11.1	K01G5.4	negative
F40F11.1	K04D7.1	negative
F40F11.1	K07C5.4	negative
F40F11.1	K07D4.3	negative
F40F11.1	K11H12.2	negative
F40F11.1	M01F1.2	negative
F40F11.1	M110.4	negative
F40F11.1	M117.2	negative
F40F11.1	M28.5	negative
F40F11.1	R11A8.6	negative
F40F11.1	R12E2.3	negative
F40F11.1	R13A5.8	negative
F40F11.1	T01G9.6	negative
F40F11.1	T02G5.9	negative
F40F11.1	T05C12.7	negative
F40F11.1	T06D8.8	negative
F40F11.1	T08B2.10	negative
F40F11.1	T20G5.1	negative
F40F11.1	T21B10.7	negative
F40F11.1	T22F3.4	negative
F40F11.1	T23D8.4	negative
F40F11.1	T24B8.1	negative
F40F11.1	T27E9.1	negative
F40F11.1	T28D9.10	negative
F40F11.1	W01B11.3	negative
F40F11.1	W01D2.1	negative
F40F11.1	Y106G6H.2	negative
F40F11.1	Y113G7B.17	negative
F40F11.1	Y116A8C.42	negative
F40F11.1	Y22D7AL.5	negative
F40F11.1	Y24D9A.4	negative
F40F11.1	Y37E3.7	negative
F40F11.1	Y38A10A.5	negative
F40F11.1	Y39A1C.3	negative
F40F11.1	Y48B6A.2	negative
F40F11.1	Y48G8AL.8	negative
F40F11.1	Y50D7A.7	negative
F40F11.1	Y54E2A.11	negative
F40F11.1	Y54F10AM.5	negative
F40F11.1	Y69A2AR.18	negative
F40F11.1	Y71F9AL.13	negative
F40F11.1	Y74C10AR.1	negative
F40F11.1	ZC434.5	negative
F40F11.1	ZK131.8	negative
F40F11.1	ZK652.4	negative
F40F8.10	F41C3.5	negative
F40F8.10	F43E2.8	negative
F40F8.10	F46F11.2	negative
F40F8.10	F47B10.1	negative
F40F8.10	F48E8.5	negative
F40F8.10	F49C12.8	negative
F40F8.10	F52B5.6	negative
F40F8.10	F52D10.3	negative
F40F8.10	F53G12.10	negative
F40F8.10	F54A3.3	negative
F40F8.10	F54C9.5	negative
F40F8.10	F55D10.2	negative
F40F8.10	F56H1.4	negative
F40F8.10	F57B9.6	negative
F40F8.10	F58B3.5	negative
F40F8.10	F58D5.1	negative
F40F8.10	F58F12.1	negative
F40F8.10	H20J04.5	negative
F40F8.10	H28O16.1	negative
F40F8.10	JC8.3	negative
F40F8.10	K01G5.4	negative
F40F8.10	K04D7.1	negative
F40F8.10	K07A1.12	negative
F40F8.10	K08F4.2	negative
F40F8.10	K11H12.2	negative
F40F8.10	K12C11.2	negative
F40F8.10	M01F1.2	negative
F40F8.10	M110.4	negative
F40F8.10	M117.2	negative
F40F8.10	M18.7	negative
F40F8.10	M28.5	negative
F40F8.10	R11D1.8	negative
F40F8.10	R12E2.3	negative
F40F8.10	R13A5.8	negative
F40F8.10	R151.3	negative
F40F8.10	T02G5.9	negative
F40F8.10	T04C12.5	negative
F40F8.10	T05C12.7	negative
F40F8.10	T06D8.8	negative
F40F8.10	T08B2.10	negative
F40F8.10	T10F2.4	negative
F40F8.10	T20G5.1	negative
F40F8.10	T21B10.7	negative
F40F8.10	T22F3.4	negative
F40F8.10	T24B8.1	negative
F40F8.10	T27E9.1	negative
F40F8.10	W01B11.3	negative
F40F8.10	W01D2.1	negative
F40F8.10	W03D2.4	negative
F40F8.10	W09C5.6	negative
F40F8.10	Y102A5A.1	negative
F40F8.10	Y106G6H.2	negative
F40F8.10	Y113G7B.17	negative
F40F8.10	Y116A8C.42	negative
F40F8.10	Y22D7AL.5	negative
F40F8.10	Y24D9A.4	negative
F40F8.10	Y37E3.10	negative
F40F8.10	Y37E3.7	negative
F40F8.10	Y37E3.8	negative
F40F8.10	Y38A10A.5	negative
F40F8.10	Y39A1C.3	negative
F40F8.10	Y41E3.4	negative
F40F8.10	Y45F10D.12	negative
F40F8.10	Y45G12B.1	negative
F40F8.10	Y47D3B.10	negative
F40F8.10	Y48B6A.2	negative
F40F8.10	Y48G8AL.8	negative
F40F8.10	Y49E10.1	negative
F40F8.10	Y50D7A.7	negative
F40F8.10	Y54E10BL.5	negative
F40F8.10	Y54E2A.11	negative
F40F8.10	Y66D12A.22	negative
F40F8.10	Y69A2AR.18	negative
F40F8.10	Y71F9AL.13	negative
F40F8.10	ZC434.5	negative
F40F8.10	ZK1010.1	negative
F40F8.10	ZK131.8	negative
F40F8.10	ZK328.2	negative
F40F8.10	ZK652.4	negative
F40G9.17	F45E1.6	negative
F40G9.17	F52D10.3	negative
F40G9.17	F54A3.3	negative
F40G9.17	F56A8.6	negative
F40G9.17	F56E10.4	negative
F40G9.17	F56F3.5	negative
F40G9.17	F59A2.3	negative
F40G9.17	H39E23.1	negative
F40G9.17	K04G2.1	negative
F40G9.17	K07A1.12	negative
F40G9.17	K08C7.3	negative
F40G9.17	K12H4.3	negative
F40G9.17	M110.4	negative
F40G9.17	R08C7.3	negative
F40G9.17	T04D1.3	negative
F40G9.17	T05E11.1	negative
F40G9.17	T16G1.11	negative
F40G9.17	T23D8.4	negative
F40G9.17	T28D9.10	negative
F40G9.17	W04D2.1	negative
F40G9.17	W08F4.8	negative
F40G9.17	Y113G7B.17	negative
F40G9.17	Y116A8C.42	negative
F40G9.17	Y38A10A.5	negative
F40G9.17	Y41D4B.5	negative
F40G9.17	Y46H3A.7	negative
F40G9.17	Y48E1B.5	negative
F40G9.17	Y54E2A.11	negative
F40G9.17	Y54F10AM.5	negative
F40G9.17	Y55B1AR.1	negative
F40G9.17	Y57G11C.34	negative
F40G9.17	Y69A2AR.18	negative
F40G9.17	Y71A12B.1	negative
F40G9.17	Y71D11A.2	negative
F40G9.17	Y71H2AM.19	negative
F40G9.17	Y79H2A.6	negative
F41C3.5	F42A6.7	negative
F41C3.5	F42C5.8	negative
F41C3.5	F42G9.1	negative
F41C3.5	F43E2.8	negative
F41C3.5	F45H11.2	negative
F41C3.5	F46F11.2	negative
F41C3.5	F47B10.1	negative
F41C3.5	F47D12.4	negative
F41C3.5	F48E8.5	negative
F41C3.5	F48F7.1	negative
F41C3.5	F52D10.3	negative
F41C3.5	F53A3.3	negative
F41C3.5	F53G12.10	negative
F41C3.5	F54A3.3	negative
F41C3.5	F54E7.2	negative
F41C3.5	F55D10.2	negative
F41C3.5	F56B3.8	negative
F41C3.5	F56E10.4	negative
F41C3.5	F56F3.5	negative
F41C3.5	F57B9.6	negative
F41C3.5	F58B3.5	negative
F41C3.5	F58D5.1	negative
F41C3.5	F58E10.3	negative
F41C3.5	F58F12.1	negative
F41C3.5	F59A2.3	negative
F41C3.5	H06H21.3	negative
F41C3.5	H06I04.4	negative
F41C3.5	H20J04.5	negative
F41C3.5	H27M09.2	negative
F41C3.5	H28O16.1	negative
F41C3.5	JC8.2	negative
F41C3.5	JC8.3	negative
F41C3.5	K01C8.10	negative
F41C3.5	K04D7.1	negative
F41C3.5	K06H7.6	negative
F41C3.5	K07D4.3	negative
F41C3.5	K08C7.3	negative
F41C3.5	K08F4.2	negative
F41C3.5	K11E8.1	negative
F41C3.5	M110.4	negative
F41C3.5	M117.2	negative
F41C3.5	M18.7	negative
F41C3.5	M88.2	negative
F41C3.5	R08D7.3	negative
F41C3.5	R11A8.6	negative
F41C3.5	R11D1.8	negative
F41C3.5	R12E2.3	negative
F41C3.5	R13A5.8	negative
F41C3.5	R151.3	negative
F41C3.5	R74.1	negative
F41C3.5	T01B7.4	negative
F41C3.5	T01C3.6	negative
F41C3.5	T01G9.6	negative
F41C3.5	T02G5.9	negative
F41C3.5	T04C12.5	negative
F41C3.5	T05C12.7	negative
F41C3.5	T05E11.1	negative
F41C3.5	T05F1.3	negative
F41C3.5	T05F1.6	negative
F41C3.5	T07A9.11	negative
F41C3.5	T08B2.10	negative
F41C3.5	T10B5.5	negative
F41C3.5	T12D8.6	negative
F41C3.5	T16G1.11	negative
F41C3.5	T20G5.2	negative
F41C3.5	T21B10.7	negative
F41C3.5	T22F3.4	negative
F41C3.5	T23B12.3	negative
F41C3.5	T23D8.4	negative
F41C3.5	W01A11.4	negative
F41C3.5	W01B11.3	negative
F41C3.5	W03D2.4	negative
F41C3.5	W08F4.8	negative
F41C3.5	W09C5.6	negative
F41C3.5	W09D10.3	negative
F41C3.5	W10C8.5	negative
F41C3.5	Y105E8A.16	negative
F41C3.5	Y106G6H.2	negative
F41C3.5	Y111B2A.18	negative
F41C3.5	Y113G7B.17	negative
F41C3.5	Y18D10A.5	negative
F41C3.5	Y22D7AL.5	negative
F41C3.5	Y24D9A.4	negative
F41C3.5	Y37E3.7	negative
F41C3.5	Y37E3.8	negative
F41C3.5	Y38A10A.5	negative
F41C3.5	Y41D4B.5	negative
F41C3.5	Y41E3.4	negative
F41C3.5	Y45G12B.1	negative
F41C3.5	Y46G5A.4	negative
F41C3.5	Y46H3A.7	negative
F41C3.5	Y47D3B.10	negative
F41C3.5	Y48B6A.2	negative
F41C3.5	Y48G8AL.8	negative
F41C3.5	Y49E10.1	negative
F41C3.5	Y54E2A.11	negative
F41C3.5	Y54G9A.6	negative
F41C3.5	Y57G11C.12	negative
F41C3.5	Y57G11C.16	negative
F41C3.5	Y59A8A.1	negative
F41C3.5	Y6D11A.2	negative
F41C3.5	Y71A12B.1	negative
F41C3.5	Y71F9AL.13	negative
F41C3.5	Y71G12B.11	negative
F41C3.5	Y71H10A.1	negative
F41C3.5	Y71H2AM.23	negative
F41C3.5	Y71H2B.10	negative
F41C3.5	Y74C10AR.1	negative
F41C3.5	Y75B12B.2	negative
F41C3.5	Y75B12B.5	negative
F41C3.5	Y79H2A.6	negative
F41C3.5	Y80D3A.2	negative
F41C3.5	Y87G2A.6	negative
F41C3.5	Y94H6A.8	negative
F41C3.5	ZC434.2	negative
F41C3.5	ZC434.5	negative
F41C3.5	ZK131.8	negative
F41C3.5	ZK652.4	negative
F41C3.5	ZK945.2	negative
F42A6.7	F42C5.8	negative
F42A6.7	F42G9.1	negative
F42A6.7	F43G9.5	negative
F42A6.7	F45H11.2	negative
F42A6.7	F46F11.2	negative
F42A6.7	F46H5.3	negative
F42A6.7	F47B10.1	negative
F42A6.7	F48F7.1	negative
F42A6.7	F52B5.6	negative
F42A6.7	F53A3.3	negative
F42A6.7	F53G12.10	negative
F42A6.7	F54A3.3	negative
F42A6.7	F54E7.2	negative
F42A6.7	F56F3.5	negative
F42A6.7	F57B9.6	negative
F42A6.7	F58B3.5	negative
F42A6.7	F58E10.3	negative
F42A6.7	F59A2.3	negative
F42A6.7	H06H21.3	negative
F42A6.7	H06I04.4	negative
F42A6.7	JC8.2	negative
F42A6.7	K01C8.10	negative
F42A6.7	K01G5.4	negative
F42A6.7	K04D7.1	negative
F42A6.7	K07A1.12	negative
F42A6.7	K08C7.3	negative
F42A6.7	K08F4.2	negative
F42A6.7	K11E8.1	negative
