CBRGID	CELEID
A8XXC7	Q18964
A8Y173	Q17581
A8X546	Q17912
A8XKK1	O17329
A8X887	Q95YF3
E3CU55	Q23487
A8XGA8	O01603
A8WNU9	O16237
A8XBY4	Q11067
A8XUC4	O16698
A8XLQ2	O76725
A8X8A6	Q22710
A8WZM5	Q9XUT8
A8WV77	Q27482
A8WV77	Q27499
A8WV94	Q27482
A8WV94	Q27499
A8XLN6	O01738
A8WVL1	Q23494
A8X8L7	Q19775
A8XFX5	Q21740
A8XH90	C7IVS4
A8XJW3	Q22942
G2J6Z5	O16312
A8XSW6	Q9U3A0
A8WWS2	O01325
A8XMK1	G5EF60
A8XC67	Q21433
A8XNF8	Q19296
A8XEW6	Q94306
A8XX22	Q23063
A8XD13	Q9XVK0
A8XNZ4	Q11069
A8XIB9	Q9XUM4
A8XZ54	Q9NAC1
A8WZT4	H2KZA2
A8XN29	O17851
A8XNX5	Q7JPI4
A8WPL4	G5EDB5
A8X288	O16999
A8XBV2	G5EDP9
A8WPU7	Q17403
A8XG60	H2L0J6
A8XSJ9	G5ECF2
A8X817	Q10955
A8XEE6	P91182
A8WRE8	Q9N3Y3
B6IHG1	G5EEV0
A8XK05	Q19124
A8Y427	Q21801
A8XUQ4	Q95XV3
Q5WNE3	Q9TW67
A8X8W4	D9N129
A8WZP9	O45083
A8WVK2	G5ECX0
A8XM03	Q10946
A8X5N5	Q9XUY0
A8X5I9	Q9XW19
A8XRN6	Q22770
A8WQ04	O61204
A8X4X5	I2HAD3
A8WKZ2	Q22290
A8XM12	G5EE68
A8WU64	Q21241
A8XGA1	O44735
A8Y4B9	O17732
A8X547	Q17911
A8X9V3	Q09646
A8WJC7	Q9NEI8
A8WRE7	Q9N3Y1
A8XP90	P34284
A8WWT7	Q9XVE5
A8WR62	H2KYB8
A8WU45	O76634
A8WMI5	Q18120
A8WP63	Q17361
A8WJ69	Q95Y84
A8XK69	H2L006
A8XQC1	O16580
A8XQC6	O16581
A8XUH3	H2L033
A8WSM8	Q9NA93
A8XK52	Q18530
A8XC70	Q2L6Y0
A8XL50	Q86S68
A8Y4S9	Q19518
G2J716	Q9U287
A8WVL2	Q23495
A8X031	Q9TYY5
A8X031	Q9TYY4
A8X3A2	P34255
A8XUD3	O16515
A8XK55	Q18534
A8XQI5	Q23354
A8XH08	Q95ZK7
A8XUK4	Q23049
A8XWM6	Q9TYZ4
A8WN30	G5ECR8
A8WSP9	K8ERZ6
A8X3B9	P34434
A8WSU6	Q22002
A8X860	P41843
A8WTA3	Q23130
A8X765	Q09967
A8X733	Q18020
A8XFS9	O76371
A8Y3U3	F5GUD1
A8WWY7	Q8T3G2
A8WQU0	Q9XUB6
A8X492	Q8MP09
A8X925	G5EDK5
A8XRB2	B5U8M3
A8XT45	P34629
A8XC41	Q5WRS0
A8X4F7	Q22369
A8XJ39	Q9N4A5
A8WM75	P54688
A8WMP7	P91835
A8X7H5	P91134
A8WTA1	Q23123
A8XYV3	G5EDL4
A8XLI8	Q10011
A8WM96	Q19734
A8XRA9	P90958
A8XQ17	Q19345
A8X6Y8	Q965R1
A8X257	Q965R1
A8WRW8	A7LPD6
A8WSD6	A5JYR2
A8X151	G5EBK4
A8XE86	G5ED89
A8X3Y4	P91079
A8XBZ3	Q18820
A8XCX0	Q93759
A8WUT9	O18023
A8XV67	Q20381
A8XIA6	Q9GRV2
A8XYN8	Q9XW01
A8WMY5	O45725
A8WT25	O62214
A8WNA1	Q18212
A8Y039	Q9TZC6
A8Y430	Q21796
A8Y431	Q21796
A8WQ89	B1GRL2
A8WUH9	H2KZF5
A8WNF8	G5EEM5
A8X791	P35602
A8XNF7	Q19295
A8XUI9	Q23012
A8WTU9	Q09991
A8WRX9	Q22127
A8WXS4	Q19468
A8X7Z2	Q09314
A8X6G3	Q21922
A8XE73	Q22851
A8XZF6	P98061
A8WQW5	G5EBE2
A8XRP3	Q22410
A8XL53	Q9N3E2
A8XHJ2	P34569
A8XHJ2	Q09563
A8WV67	O02325
A8XS88	O45782
A8XU52	O62090
A8XP55	Q20932
A8XV84	Q20101
P90727	P90978
A8XGQ2	M1ZMI3
Q61IR6	Q03570
A8XMR6	O45924
A8XSD7	O18003
A8XPM9	Q8MQ38
A8XSX6	Q86MD3
E3CTZ8	Q18176
B6IH66	Q23333
A8XLN7	Q9N5U8
H8WH15	Q9N5U8
A8WXS2	G5ECR3
A8WMF3	Q11082
A8WRN0	Q09307
A8WPC7	E9P860
A8XV28	Q17455
A8XK70	Q22321
A8X6C5	O18061
A8WNM2	Q19864
A8WNS4	Q22885
A8XSC3	D2YW11
A8X024	Q21494
A8X5V9	Q9N4P5
A8XNV5	Q21545
A8XRD0	Q9U3E2
A8XGP3	Q95V25
A8Y3Q1	Q93425
A8XYY2	Q9NA83
A8Y3D2	Q9U1S3
A8WZI9	G5ED86
A8XTD7	G5EF65
A8X811	Q10953
A8XY21	O16268
A8X8I0	Q22842
A8WR94	Q9UAY8
A8X5K3	Q9U254
A8WR88	O44518
A8XIH4	H1UBK1
A8XPW7	H2KZF6
A8WZ49	Q6A577
A8XWF5	O62194
A8X4H2	Q9BI71
A8X2R1	Q9N4Z0
A8XQK3	Q20278
A8XXY6	Q17328
A8XZD9	Q11179
A8XSS9	Q22145
A8XIH7	Q9U308
A8Y0K0	Q23296
A8XCW7	E5QCH3
A8XFE8	B3WFZ3
A8XKU9	H2KYS3
A8X1S5	Q9GZH0
A8XNH1	Q19253
A8X8Y6	Q93789
A8XRL1	Q18758
A8XC65	Q93149
A8Y166	Q21517
A8XN78	G5EDG4
A8WKT5	Q19194
A8X474	Q93871
A8X474	G5EDJ3
A8WNL1	Q20755
A8XUU8	O16315
A8X513	Q93323
A8X1T3	Q9GZH2
H8WGW6	H2L0F6
A8XRP6	Q22412
E3CU69	O45148
A8XUI4	Q23008
A8XY45	Q23091
A8XSR6	Q17494
A8XB88	O16956
A8XEB0	O01634
A8XG10	O02164
A8Y464	G5EDF6
P0C664	Q95XP9
A8WW40	O44773
A8WZG3	Q19235
A8WVB4	Q23102
A8X045	Q9U3A4
A8XH86	Q7YXD1
A8XSV0	Q19311
A8XV61	Q23576
A8WRD9	O44514
A8X3H3	O17373
A8WSX7	Q21569
A8XGY7	O16988
A8WKU4	Q93646
A8Y1X6	G4SSQ1
A8XER5	Q27295
A8XLU9	Q965N4
E3CU08	Q18040
A8XQW1	Q20331
A8X981	O16303
A8X4I4	Q17675
A8XUC3	O16697
A8X034	Q8I4C7
A8XU42	P91276
A8XN82	Q20709
A8XP61	Q6AHR3
A8WS19	H2L0K0
A8WY41	G5EC25
A8X4B1	O02213
A8XPV1	A0A9S2
A8X6E9	K8ESG0
A8X174	O45359
A8WT77	Q17511
A8XG37	H2KYP7
A8XCH1	Q22481
A8XP38	Q19680
A8XSG1	G5ED43
A8XSG1	G5ECJ8
A8X3P3	G4RZC8
A8WXZ2	O45719
A8WP50	Q09550
A8WUF8	Q09530
A8XNX1	G5EBT1
A8XSL6	H2FLG5
A8XCC1	P91025
A8XH48	Q09487
A8XMM9	Q8ITW8
Q61Y48	P90916
Q60S81	Q9U298
A8WNP1	Q22680
A8X3D3	Q02330
A8WJC8	Q8I0Z8
A8XHZ9	Q22240
A8XHK8	O76463
A8Y0T7	H9G2T4
A8X9C0	Q22967
A8XWS8	Q9N4N4
A8XRJ2	G5EBX0
A8XRJ2	G5EE85
A8WL34	Q27512
A8X863	P41849
A8X8Q0	Q18470
A8XCK0	Q20292
A8WZT8	Q94175
A8XY68	Q9BIA2
A8WV75	Q9N321
A8XZG7	P46548
A8XDK0	Q93485
A8XI40	Q9N3A9
Q61KR9	P27798
A8XHJ0	Q9U225
A8WJ14	Q7YXH5
A8WJ14	Q9NA91
A8WJ20	O45870
A8XKF4	G5EDT6
A8XEY9	O02219
A8WJ78	Q21926
A8XLG2	G5EGH0
A8X5Y9	Q86MI0
A8XKI9	Q23045
A8XBM6	Q9BKP1
B6IEB1	Q10123
A8XMI8	Q9N3G1
A8WW83	H2KZX9
A8WWQ1	O02326
A8WT62	Q03755
A8X970	O16548
A8X988	Q95QV2
A8XEN7	P90794
A8X883	Q95YE8
A8Y334	Q09320
A8XG07	O02161
A8WPH7	Q6F3C9
A8Y1R2	B3WFY8
A8X8X0	Q17817
A8XUH2	O76449
A8X280	Q95Y36
A8WWT9	Q9XVI2
A8XPA1	P34369
A8XPD1	Q7JP75
A8XL73	Q94050
A8XUF0	Q23068
A8WPL2	Q966D7
A8WPL2	Q9N5Q8
A8WN02	H9G2Z5
A8X3J3	E6N0V1
A8WYZ3	Q17994
A8XWV1	G5EEH6
A8X9T8	Q20443
A8XPL0	Q21234
A8XR72	Q21389
A8WNA8	Q19459
A8XIS2	Q9U307
A8X4D8	G5EBF7
A8X4A2	G5EC57
A8WQ91	O61866
A8XES0	O61853
A8XKA9	Q18345
A8XRZ7	Q9GZE9
A8WQL2	Q18493
A8WNW9	Q18493
A8WL86	C2BR94
A8X0P3	Q23620
A8X4J5	Q9U3P2
A8XR87	P53588
Q9NBK4	P50880
A8WQB0	O44651
A8X9H4	O16883
A8XJV7	H2KYZ5
A8X0P0	Q23623
A8XB07	Q4PIS8
A8XUK5	Q23050
A8XLN1	Q9BKQ5
A8XPN0	Q9GPA2
A8XUX0	Q22554
A8WXL5	O45418
A8WUP9	Q23521
A8WWB6	Q65XY4
A8XXN7	O02298
A8WN12	Q9XU43
A8WVN0	Q9GYJ9
A8XHM6	Q23195
A8X4A7	Q9U2R3
A8XJ13	Q60F73
A8Y403	Q23652
A8Y1Z4	Q9TZI9
A8XUZ6	Q95ZY6
A8Y3N3	Q8TA83
Q61JS7	Q22647
A8WMX8	Q22668
A8XX04	Q22668
A8WL33	G5EBL8
A8XBL9	H2L015
A8XVA2	G5EFF9
A8Y0X0	O76657
A8XSM1	Q18515
A8XQM2	Q8MQ51
A8XQZ7	O17644
A8XSG6	Q9XX17
A8WRB0	Q20069
H8WGY4	A5JYT6
A8X272	Q965S6
A8XWU4	Q8ITV2
A8Y1S5	Q95XL8
A8XSY3	G5EC33
A8XSY3	O16947
A8XFJ5	H2KZ00
A8XH05	Q19304
A8XWH5	P91863
A8XXA4	Q09996
A8XWI9	Q9XU98
Q621J7	Q9GT24
A8WWH2	O45011
A8WWH2	O01854
A8XFW6	Q93712
Q61JZ2	P53489
G2J657	Q19059
A8WNJ6	Q21691
A8WS47	Q21691
A8X7K0	Q9TXZ4
A8X7K0	Q3S1L2
A8WL10	G4SDH4
A8WKZ4	G5EDZ2
A8XQS4	Q93330
A8WRI9	G5EEX8
A8WTQ5	Q09478
A8XI24	Q21344
A8XRI3	Q17688
A8XSW5	Q20048
A8XNF0	Q22347
A8XKI1	Q7JP61
A8WWX8	O02279
A8X3I6	O44832
A8XGJ5	H2KZ82
A8WV90	H2KZC9
A8XIN6	O62444
A8XNS2	Q8MQC8
A8XNS2	Q93254
A8WN91	A5JYR4
A8WSL7	G5EFD7
A8X7J8	O01614
A8X7H6	O16366
A8XPN4	G5EGR1
A8XEW0	O76403
A8XZ50	E5QCI3
A8X447	Q94129
A8X800	Q8WT44
A8X3N0	Q95YB2
A8X0K2	Q17411
A8WVS9	Q95YE1
A8XH43	Q19953
A8XNZ1	Q11068
A8XN70	Q09501
A8XN71	Q09501
A8XEB8	Q9TYX4
A8WWC8	Q9TYX4
A8X4I8	G5EGF1
A8X9C3	O01586
A8WN84	Q21528
A8XJE3	Q21408
A8XA98	P34609
A8X5S0	P51485
A8X1H1	Q18697
A8XPH6	P41879
A8X093	Q9XX47
A8X7A1	Q9NF22
G2J6V1	Q19746
A8WL52	O45891
A8XF99	A5Z2V1
A8WQQ6	Q17532
A8WZ34	Q94272
A8Y2F3	Q9TYP9
A8XDX4	Q965Q2
A8XRI5	Q5WRS4
A8XTW7	G5ECH0
A8XUJ8	H2L0M7
A8Y414	H9G2Z4
A8Y339	Q5WRR1
A8X806	G5EC46
A8X6M9	G5EC46
A8XUR8	H2KZP8
A8XUR8	O16916
A8X4U1	G5EE22
A8X846	G5ECF8
A8X7S6	Q18033
A8XS78	H2L2J8
A8XGD7	P91487
A8XVV3	O16686
A8X1S1	Q4TT98
A8WUV5	Q9N397
A8WWX1	Q9XTC6
A8XJK0	Q22995
A8XPM6	Q21306
A8XM87	Q86DC6
A8XV50	Q22551
A8WTY4	H2KZ37
A8Y0J9	Q23295
A8Y1W4	Q65XY1
A8XZS2	Q9GZF5
A8WVY1	Q9N476
A8XJJ1	Q8MPR3
A8WP21	Q27514
A8WP21	Q27513
A8WP21	Q27519
A8WP21	Q27517
A8X4A5	G5EDE9
A8X4D7	G5EEW1
A8WSC5	P45971
A8WUA5	Q09973
A8WUV9	H2L0M5
A8XQY7	G5EF49
A8WZN2	Q19910
A8XNW1	P49713
A8XLP4	Q19293
A8X1W7	Q9GZF4
A8XNF1	Q22781
A8XKR8	Q95YD1
A8XUQ8	Q9TYU5
A8XWU5	Q9UAZ6
A8X407	A8DYS0
Q61LA1	Q20255
A8X1T1	Q10579
A8WP24	Q27520
A8XAE3	Q03566
A8XL02	P91343
A8XUM7	P41931
A8XX10	Q21004
Q9GNL2	Q21446
A8WPQ2	O45166
A8WK27	Q7Z118
A8XYD0	K8ESM7
A8XLH6	Q22685
A8X048	Q564U4
A8XC56	Q18895
A8XM02	P53993
A8XDF8	Q20666
A8XPR4	Q19843
A8Y4H8	Q20806
A8WN65	Q09931
A8WRI2	Q09350
A8XGP7	G5EBJ4
A8WNB0	Q20619
A8XRG7	Q9GYQ4
A8WVI8	Q17558
A8WSY2	Q19000
A8WTF6	Q93512
A8X7D2	Q22993
A8XV42	Q18130
A8XWT5	Q20298
A8Y0T4	Q20166
A8XRH6	Q95QQ9
A8XZ01	Q9XWI0
A8WSY5	Q09454
A8WJV6	Q27492
A8XFR4	O01441
A8XRJ4	Q18411
A8Y168	Q21515
A8XLX5	Q9U358
A8X6X4	O16243
A8XHS3	H2KZY7
A8WZC6	Q09567
A8WT68	Q22747
A8XN73	Q09276
A8XUA3	Q9N5C0
A8X643	Q22670
A8WNF5	G5ECL1
A8WUI3	Q22525
A8XFP6	O61741
A8XCI4	Q09484
A8X8H1	Q19895
A8WYD5	Q9U369
A8XLD9	Q9BPP2
A8Y1Q3	Q95XN2
A8WTD3	A5JYS0
A8WK85	Q9N5E3
A8XV20	Q19663
A8XYR3	Q9BHK7
A8Y4K7	G5EBM4
A8X0W8	Q95PW2
A8X2Q5	Q9N5C4
A8X1H3	Q9UAX0
A8XNT6	Q22067
A8WQZ4	H2KZW6
A8WN09	O45728
A8X0K6	G5EFD8
A8WU43	O76636
A8WMN3	Q17339
A8WW44	Q960A2
A8WTW6	Q18310
A8WU34	Q21054
A8WP27	Q27516
A8XW09	D6RYD7
A8XEQ5	P91427
A8XZS1	H2KYH7
A8Y2U0	Q9TZE1
A8Y0W6	O44706
A8Y0W6	O44704
A8X7I8	O44706
A8X7I8	O44704
A8XKK6	H2KZA0
A8WT53	Q22250
Q61KX5	Q95YF0
A8WW35	Q9BIB7
A8XXM7	P91917
A8XZU8	Q09409
A8XQI4	Q23355
A8XXH9	Q9N3H3
A8WQA9	O02628
A8WQA9	Q9N5I1
A8WQA9	O16220
A8WQA7	O02628
A8WQA7	Q9N5I1
A8WQA7	O16220
A8WL22	Q9N507
A8WLL7	Q9N507
A8WV43	O45435
A8WW80	O45003
A8WW65	P34808
A8WXG5	Q21875
A8XF22	G5EDF5
A8XGA6	O01605
A8WRU9	Q20710
A8WU30	Q19849
A8WUP4	Q7JPD6
A8WQV9	Q9U3B6
A8Y2V6	O02151
A8WZ62	Q9BL61
A8XZ26	P91840
A8XLF4	Q9N517
A8WT36	O18191
A8WR48	H2KZW7
A8X3Y0	O17071
A8WW59	P90769
A8WUI4	Q19076
A8X7S9	P46502
A8WUX3	Q8ITW1
A8Y1H9	O44747
A8XMD1	Q7Z072
A8XPC2	Q8MYQ1
A8XYV6	Q8I0P7
A8WWY3	K7ZUR1
A8WWY3	P91834
A8WQ02	H2KY69
A8WQ02	O44658
A8WQ03	H2KY69
A8WQ03	O44658
A8WQ88	P91003
A8WQ88	H2KYC3
A8Y0C0	O18228
A8Y0C0	Q6BEQ0
A8XC78	H2L0C3
A8X8C5	P49958
A8WW86	Q9N4H0
A8Y0C3	O18253
A8WQT9	G5EGA5
A8WVK4	Q10457
A8XEC6	O01579
A8WP53	Q17832
A8XIJ6	K8F7X5
A8WPA5	Q22704
A8WT55	Q22251
A8X9B5	P54871
A8Y1U5	H2KY58
A8X672	Q93411
A8Y4S6	P54412
A8X5K4	Q9XWF1
E3CU51	Q23328
A8X787	O02334
A8X1B8	H2KYL0
A8X843	O45136
A8X9W5	P34568
A8WWZ9	Q95XR2
A8XZG6	P46549
A8XXW0	Q19731
A8XK39	Q95QD1
Q6E3F3	Q18317
A8WKW6	G5ECI8
A8WTK8	B7WNA2
A8WV58	G5EG05
A8WW64	B3WFV9
A8WVU1	O44732
A8XSU8	K8F812
A8XYB7	G5EG67
A8XJN2	Q11090
A8XLJ2	Q22566
A8Y0P1	Q20585
A8XE05	Q9XTT9
A8XV40	Q8MNV0
A8WM92	G5EC09
A8WW30	O01815
A8XU39	O17772
A8WPC5	Q22708
A8XX51	E0R7L2
A8XP54	P27639
A8X1H6	Q8WTM2
A8X1R7	Q9GZG8
A8XSQ4	Q19796
A8Y325	Q23027
A8XQX8	Q9U3K5
A8XS15	Q17335
A8XZT8	Q19691
A8X912	Q17490
A8XWB2	Q8I103
A8XGQ0	Q9U2Z2
A8XWM1	Q95QR2
A8WU06	Q09309
A8XFW3	G5EEW6
A8WUB1	Q10015
A8X3A3	P34256
A8X5E3	O62108
A8XFK4	O01755
A8Y0C9	H2L2L3
A8XC82	Q21481
A8XR95	Q22656
A8XR95	Q22655
A8WWI1	Q9XVF1
A8XF15	Q9N4V3
A8XZ65	Q9XXI1
A8XKG9	G5ECB6
A8XEV8	Q965W0
A8XL71	Q9BJK5
A8XMQ2	Q9XWU8
A8WLM5	O17907
A8WJY5	Q09528
A8WYY9	Q17990
A8XAA9	P34466
A8X0Z6	Q17438
A8XR18	G5EC30
A8XRC9	G5EE93
A8XZN2	G4SJU0
A8X4B3	Q20471
A8WRP2	Q93242
A8X6P7	Q9BL15
A8XUE5	Q23087
A8XWC2	Q9U334
A8X421	Q09979
A8X420	Q09979
A8WSK1	Q22307
A8WQ01	O44655
A8X5K7	G5EG41
A8X014	O44148
A8WVH4	Q18500
A8WSL1	Q20459
A8WSW4	Q21573
A8X2U3	Q18874
A8XS18	O16976
A8WPI0	Q9UAQ7
A8XUK1	Q23046
A8WQT0	G5ECL2
A8Y1T9	Q9BL52
A8X747	G5ECX8
A8XC36	A8WFJ9
A8X9M5	Q09270
A8X5Q0	Q21194
A8XNE9	Q22346
A8XZD5	Q4PIX1
A8XZD5	P46499
A8WK94	O17879
A8XBS9	G5EFF7
A8WP00	Q7YTH5
A8WM54	Q11107
A8XC79	P55956
A8XAI4	Q03613
A8XV68	H2L031
A8XT19	P34298
E3CU74	P50306
A8WSX9	O01159
A8WMB4	Q20436
A8WRB1	Q20068
A8XBS4	O44751
A8WUZ8	Q22496
A8XFQ9	Q95Q77
A8X5V4	Q17594
A8XLH8	Q22686
A8Y4Q9	P10984
A8Y3P3	Q17973
A8XYR2	Q9XTB5
A8XYH6	P34497
A8XY98	P34497
A8Y4R0	P10983
A8Y4R0	P10986
A8XD78	Q95ZW7
A8XD82	Q95ZW7
A8WN51	P53589
A8X7X9	Q09474
A8X0I0	A3QMB3
A8XHE5	O45293
A8XNS7	O02168
A8XKH8	P50464
A8X716	Q23335
A8XBJ0	Q22485
A8X0C9	G5EDI0
A8WP85	Q09525
A8X9J2	O16214
A8WUA6	Q09974
A8XEA7	O44760
A8X0T2	P90747
A8XVJ3	G5EDX4
A8X9C1	Q22968
A8XNM0	Q22829
A8XMF8	Q59E83
E3CU38	Q9XX05
A8WQQ4	G5ED34
A8XC83	G4SI07
A8XG92	D6R8W4
A8WY42	Q20523
A8WZV1	Q9N2X8
A8WUY8	P28192
A8XY67	Q18384
A8Y0L9	Q18797
A8X5P7	Q9Y1J3
Q61MR2	Q19375
A8WJQ1	H2KYK1
A8WNN5	G5ECE8
A8WQH0	G5EES1
A8X2Y6	P92005
A8XS99	G5EEQ0
A8WJL4	Q9N4L5
A8XPH1	Q09165
A8XSV3	Q19317
A8X5Z2	Q23409
A8X441	Q20477
A8Y089	H1UBK3
A8XS95	O45815
A8XPJ6	P42000
E3CTY4	D9PTP5
A8XK34	Q19495
A8XWK5	P50305
A8XSM4	Q19819
A8XLG3	Q9BL73
A8WLD9	P55216
A8WUW1	Q95XP5
A8WU03	Q18315
A8WMT4	Q2AAC0
A8X0Q4	Q27394
A8X1U2	Q3S1L8
A8XL05	P91340
A8Y096	O18246
A8X9G5	Q8MXJ9
A8XY32	Q22918
A8X422	O44791
A8XKR4	Q17848
A8XQ36	H2L2E9
A8X2T6	Q965W8
H8WGX1	H2KYQ5
A8XPF5	Q22257
A8XQ34	Q93690
A8Y1Q0	Q95XM8
A8XWE5	Q9XWJ9
A8WLD4	Q22100
A8XAG8	P34491
A8WJL5	Q9N4L6
A8X1H4	Q9UAW9
A8WL83	Q10122
A8X4K9	Q9XTJ4
A8XZK1	Q17633
A8WJP0	Q17633
A8X636	G5ED05
A8WV10	P34889
A8WU31	Q19848
A8WSE0	Q23571
A8XY28	O16262
A8WWC1	Q9N3F2
A8XT18	P34275
A8XEZ2	Q8WQ99
A8WRX6	Q400L7
A8X7A4	Q9NEZ7
A8Y3Q6	Q17944
A8WYN2	Q9XV62
A8WYN2	O45463
A8WYN2	Q9XU47
A8WYN2	Q93161
A8WZC7	Q09395
A8WZS2	Q17543
A8Y444	Q20952
A8WR84	H2L0H9
A8X1N9	Q18439
A8WYC9	Q23272
A8XH72	P55113
A8Y462	Q2PJ74
A8WMV5	Q9U309
A8X804	Q8TA81
B6IK04	O02171
A8XZU4	Q09353
A8Y1E1	Q9BKU0
A8XTW9	Q9XVK6
A8WQM9	O76699
A8X5P5	O17347
A8Y0M7	C1P629
A8X6F0	Q19378
A8Y2C4	G5ECK4
A8WRH2	Q94219
A8XXX9	H2KZU5
A8WQT8	Q9NEQ0
A8XCT1	Q20720
A8Y2B5	O45920
A8X6S0	Q95YC4
A8X6A8	Q965Y1
A8XSW4	Q20049
A8WTS9	Q09586
A8XDB8	O01530
H8WGV5	G5EGA4
A8XGN1	Q9U2Y2
A8XMI5	Q9TZ99
A8XG24	D3YT25
A8WTB8	Q17478
A8WPC8	Q23390
A8XG78	O44552
A8X749	Q21412
A8Y1G8	H2KZF0
A8XU15	O62133
A8WTC8	Q9XVW8
A8XFB9	P90884
A8XML1	Q9N3L4
A8XWP6	O18127
A8Y2L3	O18127
A8XWP7	O18127
A8WJJ8	O45109
A8WSL9	Q19175
A8X376	P30646
A8X1D8	Q21756
A8XYX5	G5EDK1
A8XC62	Q20146
A8Y421	O01931
A8WX14	Q9XWI2
A8XVM2	Q27493
A8XK83	Q23083
A8XJ27	Q60F72
A8X5H9	Q9XW13
A8Y1F4	Q9N5Z4
A8X7J7	O01610
A8X0U4	Q19366
A8X491	Q21660
A8WU77	Q95QV8
A8WV52	Q9U3B9
A8WQN4	G5EE25
A8WSG5	G5EG81
A8X184	E2JKZ0
A8XKN3	G5EFX1
A8XH10	Q18265
A8XUW6	O61980
E3CU81	B7WNB1
A8WZ51	Q9BL88
A8WW25	Q9XXN4
A8XI93	Q8MXU8
A8WVT4	H2KZ48
A8WUJ1	Q18462
A8XC48	P43510
A8WM98	Q19733
A8XG70	P91493
A8X0D2	Q9GRZ5
A8X4E0	Q9XX98
A8WLE2	Q9N4W4
A8WLE2	Q9N4W5
A8WWK0	G5EET2
A8WKD1	O45552
A8WSN5	P20784
A8WWS4	P90850
A8XNS3	G5EC03
A8X9Z6	P34553
A8WT89	B7WN72
A8WYE1	Q22467
A8XPJ3	P41882
A8WSA4	Q9U301
A8X1R6	Q9GZG9
A8XFJ2	Q304D5
A8X0D7	Q9XTV6
A8X178	Q9XW36
A8XB95	P91038
A8XB95	H2L0C9
A8X4K0	G5EE70
A8X9D5	J7SF93
A8X938	G5ED24
A8X936	G5ED24
A8WWD7	Q10664
A8WXF3	Q18750
A8X9U4	P52874
A8WZW6	Q9GUF2
A8X4D5	Q93532
A8X470	Q93878
A8Y3R4	Q23159
A8WVR8	O01479
A8XDY3	E1B6W2
A8X139	P49049
A8Y440	P90829
A8XUH1	H2KZM0
A8WZ64	Q9BL59
A8X9R9	Q3V5J4
A8XPD0	Q19360
A8Y3K8	P34423
A8XK13	Q95QX5
A8XYT4	Q23149
A8Y034	Q9N4J7
A8WR43	G5EF77
A8X4C4	G5EGH5
A8XVE4	Q23456
A8WMA0	Q22295
A8WT98	Q23119
A8WX89	Q95QQ2
A8XWH9	O45494
A8X0C4	Q9GN62
A8XIT3	Q9NA52
A8XEX8	Q9XVS2
A8X6T2	O16500
A8X6T2	O16501
A8Y4P9	A4UVK7
A8Y0L1	G5EBY8
A8X940	P90731
A8XJW4	Q22943
A8X918	Q9TYQ4
Q60Y65	Q22633
A8WKH6	O01264
A8WSP0	G5EDR5
A8XTK0	E9RKC7
A8XYV5	B7WNA3
A8XV74	H2KZK6
A8WV32	Q7YWT8
A8XFY9	P90904
A8X344	Q03600
A8Y1V2	O01804
A8WZU4	Q94177
A8Y3I4	P34522
A8X9S0	Q9BL48
A8XPH3	Q8I7F8
E3CU20	Q10454
A8WRD7	Q17446
A8XF97	G5EDM5
A8WTR4	Q18899
A8XG15	O01862
A8XFA7	Q19901
A8WV13	Q22147
A8X7T1	Q09277
A8WVT3	Q95YD7
A8XVM4	P91855
A8XZI6	P39745
A8XWK7	Q17731
A8X388	G5EDQ6
A8X3A1	P30635
A8XEA9	O44887
A8WU16	Q23635
A8WTH9	D0Z5N4
A8WPL3	Q9UAT3
A8XPJ5	P41999
A8XGZ8	Q21275
A8XSL9	Q21483
A8Y0L5	Q18801
E3CU56	Q18102
A8XSA5	Q9XUS7
A8WTZ9	G5ECJ0
A8WVZ2	G5EC36
A8WUX6	O17766
A8XUM5	E0AHA7
A8WVZ7	H8W3Y1
A8XD01	G5ECD0
A8X3V0	O17274
A8WNK7	Q20752
A8XI67	O45174
A8WZI1	Q21372
A8XEB3	P91124
A8X750	Q21413
A8WWA3	Q9NAJ4
A8XJK8	Q22824
A8XJQ6	Q7JP68
A8X8K2	Q22649
A8XI27	Q95Q15
A8XPX7	Q5WRT4
E3CTV6	Q09551
A8X822	Q10929
A8Y4N7	Q17766
A8Y312	Q19379
A8WS77	P91399
A8XH58	H2KZU4
A8XZK5	G5EG80
A8XJ92	Q10904
A8WKV9	P53585
A8XWD2	O45502
A8WWV2	Q9XWQ4
Q8HEC2	P24890
A8XL21	Q9N3S9
A8X4F4	G5ECZ5
A8XEC2	O01576
A8XDD6	Q17824
A8XUM0	O17041
A8WVC6	Q9NEW5
A8XI85	Q8WSN7
A8WV56	Q27533
A8XNA2	Q7JMM5
A8X8Y9	Q9XUP9
A8XSI2	Q8I100
A8XT99	Q9U2E2
A8XKH9	G5EDS5
A8WTC5	Q20775
A8WXI8	Q21312
A8WYG7	Q20915
A8X4G7	Q18251
A8XF33	P34272
Q60UZ5	Q10669
A8X4H5	Q93704
A8X201	Q965T7
A8X6H8	Q8MXU3
A8XCX5	Q93795
A8Y0K9	Q18812
A8XTC9	Q7JPB1
A8WU93	G5EFP5
A8WL11	O44536
A8WYJ1	H2FLL1
A8X3A4	P34258
A8XPK5	O18158
A8WSQ7	Q19704
A8XQ43	O17838
A8XG41	P91277
A8WQU7	Q9U1X0
A8XIJ3	Q9NA33
A8XHG9	Q9U2B7
A8XA45	Q22765
A8XA45	Q23538
