HDO-ID	Term	TermType	IsObsolete	IsA	OMIMID
DOID:0003420	neoplasm of visual pathway		Y	---	---
DOID:0003421	trochlear nerve neoplasm		---	DOID:0000338	---
DOID:0003426	vestibular disease		---	DOID:0004539	---
DOID:0003428	granulomatous myositis		---	DOID:0000633	---
DOID:0003429	inclusion body myositis		---	DOID:0000633	OMIM:147421 OMIM:600737 OMIM:605637 OMIM:605820 
DOID:0003431	cerebritis		---	DOID:0000936	---
DOID:0003436	viral laryngitis		---	DOID:0009396	---
DOID:0003437	laryngitis		---	DOID:0000786	---
DOID:0000344	disease of biological process		Y	---	---
DOID:0003443	mammary Paget's disease		---	DOID:0003458	---
DOID:0003444	scrotum Paget's disease		---	DOID:0003445	---
DOID:0003445	scrotal carcinoma		---	DOID:0000518	---
DOID:0003446	anal Paget's disease		---	DOID:0003447	---
DOID:0003447	anus adenocarcinoma		---	DOID:0004908	---
DOID:0003448	penis Paget's disease		---	DOID:0003449	---
DOID:0003449	penis carcinoma		---	DOID:0011615	---
DOID:0000345	uterine disease		---	DOID:0000229	---
DOID:0003450	cutaneous Paget's disease		---	DOID:0003451	---
DOID:0003451	skin carcinoma		---	DOID:0004159	---
DOID:0003454	brain infarction		---	DOID:0006713	---
DOID:0003456	cervix erosion		---	DOID:0002253	---
DOID:0003457	invasive lobular carcinoma		---	DOID:0050938	---
DOID:0003458	breast adenocarcinoma		---	DOID:0003459	---
DOID:0003459	breast carcinoma		---	DOID:0001612	---
DOID:0003461	breast hamartoma		Y	---	---
DOID:0003462	hamartoma		Y	---	---
DOID:0003463	breast disease		---	DOID:0060118	---
DOID:0003464	hamartoma of skin appendage		Y	---	---
DOID:0003465	congenital nevus of skin		Y	---	---
DOID:0003466	cartilaginous hamartoma		Y	---	---
DOID:0003467	mesenchymal hamartoma		Y	---	---
DOID:0003470	hamartoma of central nervous system		Y	---	---
DOID:0003472	hamartoma of lung		Y	---	---
DOID:0003473	brain hamartoma		Y	---	---
DOID:0003476	Lipomatous hamartoma		Y	---	---
DOID:0003478	iris cancer		---	DOID:0000240 DOID:0003479	---
DOID:0003479	uveal cancer		---	DOID:0002174	---
DOID:0000348	blepharochalasis		---	DOID:0000530	---
DOID:0003480	uveal disease		---	DOID:0005614	---
DOID:0003481	septicemic plague		---	DOID:0003482	---
DOID:0003482	plague		---	DOID:0050338	---
DOID:0003485	Oxyurida infectious disease		Y	---	---
DOID:0003486	necrobiosis lipoidica		---	DOID:0000037	---
DOID:0003487	metabolic skin disease		Y	---	---
DOID:0003488	cellulitis		---	DOID:0000037	---
DOID:0000349	systemic mastocytosis		---	DOID:0000350	---
DOID:0003490	Noonan syndrome		---	DOID:0050736	OMIM:163950 OMIM:609942 OMIM:610733 OMIM:611553 OMIM:613224 OMIM:613706 
DOID:0003491	Turner syndrome		---	DOID:0014447	---
DOID:0003492	mixed connective tissue disease		---	DOID:0000854	---
DOID:0003493	signet ring cell adenocarcinoma		---	DOID:0000299	---
DOID:0003494	bile duct signet ring cell carcinoma		---	DOID:0004897	---
DOID:0003495	extrahepatic bile duct adenocarcinoma		---	DOID:0004682	---
DOID:0003497	pancreatic signet ring cell adenocarcinoma		---	DOID:0003498	---
DOID:0003498	pancreatic ductal adenocarcinoma		---	DOID:0004074	---
DOID:0003499	gallbladder signet ring cell adenocarcinoma		---	DOID:0003500	---
DOID:0000350	mastocytosis		---	DOID:0009500	OMIM:154800 
DOID:0003500	gallbladder adenocarcinoma		---	DOID:0004948	---
DOID:0003501	ampullary signet ring cell adenocarcinoma		---	DOID:0003502	---
DOID:0003502	ampulla of Vater adenocarcinoma		---	DOID:0004932	---
DOID:0003503	breast signet ring cell adenocarcinoma		---	DOID:0003458	---
DOID:0003504	prostate signet ring cell adenocarcinoma		---	DOID:0002526	---
DOID:0003507	dermatofibrosarcoma protuberans		---	DOID:0003355	---
DOID:0003508	stricture or kinking of ureter		---	DOID:0000557	---
DOID:0003512	neurofibrosarcoma		---	DOID:0000962	---
DOID:0003516	adult fibrosarcoma		---	DOID:0003355	---
DOID:0003517	conventional fibrosarcoma		---	DOID:0003355	---
DOID:0003519	non-metastatic fibrosarcoma		Y	---	---
DOID:0003520	pediatric fibrosarcoma		---	DOID:0003355	---
DOID:0003521	childhood soft tissue sarcoma		Y	---	---
DOID:0003522	lateral medullary syndrome		---	DOID:0003523	---
DOID:0003523	brain stem infarction		---	DOID:0003454	---
DOID:0003525	middle cerebral artery infarction		---	DOID:0003526 DOID:0003527	---
DOID:0003526	cerebral infarction		---	DOID:0003454	---
DOID:0003527	cerebral arterial disease		---	DOID:0013089	---
DOID:0003528	anterior cerebral artery infarction		---	DOID:0003526 DOID:0003527	---
DOID:0003529	central core myopathy		---	DOID:0000422	OMIM:117000 
DOID:0003530	chronic wasting disease		---	DOID:0000649	---
DOID:0003532	peste des petits ruminants infectious disease		Y	---	---
DOID:0003533	Morbillivirus infectious disease		Y	---	---
DOID:0003534	Lafora disease		---	DOID:0001289 DOID:0000891	OMIM:254780 
DOID:0003535	Unverricht-Lundborg syndrome		---	DOID:0000891	OMIM:254800 
DOID:0003540	choroid plexus cancer		---	DOID:0003541	---
DOID:0003541	cerebral ventricle cancer		---	DOID:0000368	---
DOID:0003542	adult choroid plexus cancer		---	DOID:0003540	---
DOID:0003544	atypical choroid plexus papilloma		---	DOID:0003540	---
DOID:0003545	childhood choroid plexus cancer		---	DOID:0003540	---
DOID:0003546	somatosensory disorder		Y	---	---
DOID:0000355	mast-cell sarcoma		---	DOID:0001115	---
DOID:0003557	superior mesenteric artery syndrome		---	DOID:0003558	---
DOID:0003558	duodenal obstruction		---	DOID:0004072 DOID:0008437	---
DOID:0003559	pseudomyxoma peritonei		---	DOID:0011239	---
DOID:0000356	intrathoracic lymph node mast cell malignancy		Y	---	---
DOID:0003565	meningioma		---	DOID:0003620	---
DOID:0003568	viral hemorrhagic septicemia		Y	---	---
DOID:0000357	upper limb lymph node mast cell malignancy		Y	---	---
DOID:0003571	liver cancer		---	DOID:0003119	---
DOID:0003572	intracranial sinus thrombosis		---	DOID:0004193	---
DOID:0003574	lateral sinus thrombosis		---	DOID:0003572	---
DOID:0003575	cavernous sinus thrombosis		---	DOID:0003572	---
DOID:0003576	sagittal sinus thrombosis		---	DOID:0003572	---
DOID:0003577	Sertoli cell tumor		---	DOID:0004757	---
DOID:0003578	ovarian gonadoblastoma		---	DOID:0060112	---
DOID:0003579	testicular gonadoblastoma		---	DOID:0060087	---
DOID:0003580	testicular mixed germ cell-sex cord-stromal neoplasm		Y	---	---
DOID:0003583	enterotoxemia		Y	---	---
DOID:0003584	commensal Clostridium infectious disease		Y	---	---
DOID:0003586	Puerperal pyrexia of unknown origin		Y	---	---
DOID:0003587	pancreatic ductal carcinoma		---	DOID:0004905	---
DOID:0003589	Poor Prognosis metastatic Gestational Trophoblastic tumor		Y	---	---
DOID:0003590	gestational trophoblastic neoplasm		---	DOID:0004085	OMIM:231090 
DOID:0003591	Nonmetastatic Gestational Trophoblastic tumor		Y	---	---
DOID:0003593	epithelioid trophoblastic tumor		---	DOID:0004085	---
DOID:0003594	choriocarcinoma		---	DOID:0002021	---
DOID:0003596	placental site trophoblastic tumor		---	DOID:0003594	---
DOID:0003597	Good Prognosis metastatic Gestational Trophoblastic tumor		Y	---	---
DOID:0003602	toxic encephalopathy		---	DOID:0000863	---
DOID:0003603	mucinous cystadenocarcinoma		---	DOID:0003111	---
DOID:0003604	ovarian mucinous cystadenocarcinoma		---	DOID:0003605	---
DOID:0003605	ovarian cystadenocarcinoma		---	DOID:0003713	---
DOID:0003606	ovarian mucinous adenocarcinoma		---	DOID:0003713	---
DOID:0003607	appendix mucinous cystadenocarcinoma		---	DOID:0003608	---
DOID:0003608	appendix adenocarcinoma		---	DOID:0004902	---
DOID:0003609	breast mucinous cystadenocarcinoma		---	DOID:0003610	---
DOID:0000361	cervix endometriosis		---	DOID:0002253 DOID:0000288	---
DOID:0003610	breast mucinous carcinoma		---	DOID:0003458	---
DOID:0003611	acute retinal necrosis syndrome		---	DOID:0003612	---
DOID:0003612	retinitis		---	DOID:0005679	---
DOID:0003613	Canavan disease		---	DOID:0010579	OMIM:271900 
DOID:0003614	Kallmann syndrome		---	DOID:0001924	OMIM:147950 OMIM:244200 OMIM:610628 OMIM:612370 OMIM:612702 
DOID:0003615	infiltrating angiolipoma		---	DOID:0003616	---
DOID:0003616	angiolipoma		---	DOID:0003315	---
DOID:0003617	epidural spinal canal angiolipoma		---	DOID:0003616 DOID:0003618	---
DOID:0003618	epidural neoplasm		---	DOID:0005612	---
DOID:0003620	central nervous system cancer		---	DOID:0003093	---
DOID:0003621	central nervous system neuroepithelial neoplasm		Y	---	---
DOID:0003627	aortic aneurysm		---	DOID:0000520	---
DOID:0000363	uterine cancer		---	DOID:0000120	---
DOID:0003633	beta-mannosidosis		---	DOID:0003211	OMIM:248510 
DOID:0003635	congenital myasthenic syndrome		---	DOID:0000439	OMIM:254210 OMIM:254300 OMIM:601462 OMIM:605809 OMIM:608930 OMIM:608931 OMIM:614198 
DOID:0003636	commensal Desulfovibrionaceae infectious disease		Y	---	---
DOID:0003637	childhood spinal cord tumor		---	DOID:0005612	---
DOID:0003639	spinal cord intramedullary teratoma		---	DOID:0005612	---
DOID:0000364	spontaneous rupture of bladder		Y	---	---
DOID:0003640	central nervous system teratoma		---	DOID:0004439	---
DOID:0003641	conus medullaris neoplasm		---	DOID:0005612	---
DOID:0003642	empty sella syndrome		---	DOID:0000053	---
DOID:0003643	sella turcica neoplasm		---	DOID:0003842	---
DOID:0003644	hypothalamic neoplasm		---	DOID:0001931 DOID:0000368 DOID:0003843	---
DOID:0003646	necrosis of pituitary		---	DOID:0000053	---
DOID:0003648	inborn errors pyruvate metabolism		Y	---	---
DOID:0003649	pyruvate decarboxylase deficiency		---	DOID:0002978	OMIM:245348 OMIM:245349 OMIM:312170 OMIM:608782 OMIM:614111 
DOID:0000365	bladder disease		---	DOID:0000018	---
DOID:0003650	lactic acidosis		---	DOID:0060158	---
DOID:0003651	pyruvate carboxylase deficiency disease		---	DOID:0002978	OMIM:266150 
DOID:0003652	Leigh disease		---	DOID:0000700	OMIM:220111 OMIM:256000 OMIM:308930 
DOID:0003653	laboratory infectious disease		Y	---	---
DOID:0003659	sialuria		---	DOID:0003211	OMIM:269921 OMIM:604369 
DOID:0000366	olfactory nerve neoplasm		---	DOID:0002815	---
DOID:0003660	wheat allergic reaction		---	DOID:0003044	---
DOID:0003663	cutaneous mastocytosis		---	DOID:0000350	---
DOID:0003664	mast cell neoplasm		---	DOID:0002531	---
DOID:0003665	diffuse cutaneous mastocytosis		---	DOID:0003663	---
DOID:0003666	cutaneous solitary mastocytoma		---	DOID:0003664	---
DOID:0003667	Cardiovirus infectious disease		Y	---	---
DOID:0003668	Picornaviridae infectious disease		Y	---	---
DOID:0003669	intermittent claudication		---	DOID:0002349	---
DOID:0000367	olfactory nerve disease		---	DOID:0003418 DOID:0000936	---
DOID:0003671	pericoronitis		---	DOID:0001483	---
DOID:0003672	rhabdoid cancer		---	DOID:0003675	---
DOID:0003674	kidney rhabdoid cancer		---	DOID:0003672	---
DOID:0003675	childhood kidney neoplasm		---	DOID:0000263	---
DOID:0003677	pulmonary plasma cell granuloma		---	DOID:0000850	---
DOID:0000368	cerebrum cancer		---	DOID:0001659	---
DOID:0003680	malignant neoplasm of lip, oral cavity and pharynx		Y	---	---
DOID:0003683	lung benign neoplasm		---	DOID:0050621	---
DOID:0003686	Helicobacter pylori infectious disease		Y	---	---
DOID:0003687	MELAS syndrome		---	DOID:0000890	OMIM:540000 
DOID:0003688	plexopathy		---	DOID:0001289	---
DOID:0003689	brachial plexus neuritis		---	DOID:0001803 DOID:0003690	---
DOID:0000369	olfactory neuroblastoma		---	DOID:0000366	---
DOID:0003690	brachial plexus neuropathy		---	DOID:0003688 DOID:0000574	---
DOID:0003691	anal colloid adenocarcinoma		---	DOID:0003447	---
DOID:0003692	anal canal adenocarcinoma		---	DOID:0050688	---
DOID:0003693	ampulla of Vater mucinous adenocarcinoma		---	DOID:0003502	---
DOID:0003694	adnexal mucinous adenocarcinoma		Y	---	---
DOID:0003695	adnexa adenocarcinoma		Y	---	---
DOID:0003696	acute sanguinous otitis media		---	DOID:0003697	---
DOID:0003697	acute transudative otitis media		---	DOID:0011180	---
DOID:0003698	bile duct mucinous adenocarcinoma		---	DOID:0004896	---
DOID:0003699	uterine ligament mucinous adenocarcinoma		---	DOID:0003700	---
DOID:0000037	skin disease		---	DOID:0000016	---
DOID:0000370	malignant olfactory nerve tumor		Y	---	---
DOID:0003700	uterine ligament adenocarcinoma		---	DOID:0005727	---
DOID:0003701	cervical mucinous adenocarcinoma		---	DOID:0003702	---
DOID:0003702	cervical adenocarcinoma		---	DOID:0002893	---
DOID:0003703	prostate colloid adenocarcinoma		---	DOID:0002526	---
DOID:0003704	fallopian tube mucinous adenocarcinoma		---	DOID:0003706	---
DOID:0003705	fallopian tube mucinous tumor		---	DOID:0060111	---
DOID:0003706	fallopian tube adenocarcinoma		---	DOID:0001963	---
DOID:0003707	endometrial mucinous adenocarcinoma		---	DOID:0002870	---
DOID:0003709	rectum mucinous adenocarcinoma		---	DOID:0001996	---
DOID:0000371	extracranial neuroblastoma		---	DOID:0000769	---
DOID:0003710	bladder colloid adenocarcinoma		---	DOID:0003711	---
DOID:0003711	bladder adenocarcinoma		---	DOID:0004007	---
DOID:0003713	ovary adenocarcinoma		---	DOID:0004001	---
DOID:0003715	non-suppurative otitis media and eustachian tube disorder		Y	---	---
DOID:0003716	mucinous stomach adenocarcinoma		---	DOID:0006217	---
DOID:0003717	gastric adenocarcinoma		---	DOID:0005517	---
DOID:0003718	Arterivirus infectious disease		Y	---	---
DOID:0003720	extramedullary plasmacytoma		---	DOID:0003721	---
DOID:0003721	plasmacytoma		---	DOID:0006536	---
DOID:0003722	solitary osseous plasmacytoma		---	DOID:0003721	---
DOID:0003723	solitary plasmacytoma of chest wall		---	DOID:0003721	---
DOID:0003726	puerperal disease		Y	---	---
DOID:0003728	acute allergic sanguinous otitis media		---	DOID:0003696	---
DOID:0003729	Respirovirus infectious disease		Y	---	---
DOID:0000373	infant nutrition disorder		Y	---	---
DOID:0003730	pneumonic pasteurellosis		Y	---	---
DOID:0003731	primary Pasteurellaceae infectious disease		Y	---	---
DOID:0003732	bovine respiratory disease complex		Y	---	---
DOID:0003733	theileriasis		---	DOID:0002789	---
DOID:0003737	verrucous carcinoma		---	DOID:0001749	---
DOID:0003739	human papillomavirus related squamous cell carcinoma		Y	---	---
DOID:0000374	nutrition disease		---	DOID:0060158	---
DOID:0003740	vulva verrucous carcinoma		---	DOID:0002101	---
DOID:0003741	bladder verrucous squamous cell carcinoma		---	DOID:0003742	---
DOID:0003742	bladder squamous cell carcinoma		---	DOID:0004007	---
DOID:0003743	cervical verrucous carcinoma		---	DOID:0003744	---
DOID:0003744	cervical squamous cell carcinoma		---	DOID:0002893	---
DOID:0003747	esophagus verrucous carcinoma		---	DOID:0003748	---
DOID:0003748	esophagus squamous cell carcinoma		---	DOID:0001107	OMIM:133239 
DOID:0003749	urethral verrucous carcinoma		---	DOID:0003750	---
DOID:0003750	urethra squamous cell carcinoma		---	DOID:0000734	---
DOID:0003751	plantar verrucous skin carcinoma		---	DOID:0003151	---
DOID:0003752	larynx verrucous carcinoma		---	DOID:0002876	---
DOID:0003753	Hermansky-Pudlak syndrome		---	DOID:0050737	OMIM:203300 OMIM:608233 OMIM:614072 OMIM:614073 OMIM:614074 OMIM:614075 OMIM:614076 OMIM:614077 OMIM:614171 
DOID:0003755	antithrombin III deficiency		---	DOID:0002214	OMIM:613118 
DOID:0003756	protein C deficiency		---	DOID:0002214	---
DOID:0003758	Fusobacterium infectious disease		Y	---	---
DOID:0003762	cytochrome-c oxidase deficiency disease		---	DOID:0000700	OMIM:220110 
DOID:0003763	hermaphroditism		---	DOID:0001923	---
DOID:0003764	Denys-Drash syndrome		---	DOID:0050736	OMIM:194080 
DOID:0003765	pseudohermaphroditism		---	DOID:0001923	---
DOID:0003766	leukorrhea		---	DOID:0003767	---
DOID:0003767	vaginal discharge		---	DOID:0000121	---
DOID:0003770	pulmonary fibrosis		---	DOID:0003082	---
DOID:0003772	intraventricular meningioma		---	DOID:0003541 DOID:0003565	---
DOID:0003773	third ventricle chordoid glioma		---	DOID:0003541	---
DOID:0003774	chordoid glioma		---	DOID:0003070	---
DOID:0003777	granuloma annulare		---	DOID:0002723	---
DOID:0003781	anovulation		---	DOID:0001100	---
DOID:0003783	Coffin-Lowry syndrome		---	DOID:0050735	OMIM:303600 
DOID:0000379	external ear disease		---	DOID:0002742	---
DOID:0003798	pleural empyema		---	DOID:0001532	---
DOID:0003799	feline panleukopenia		Y	---	---
DOID:0003800	avian leukosis		Y	---	---
DOID:0003803	Crigler-Najjar syndrome		---	DOID:0002741	OMIM:218800 
DOID:0003805	porokeratosis		---	DOID:0000161	OMIM:175800 
DOID:0003809	epidural spinal canal meningioma		---	DOID:0001140	---
DOID:0000381	arthropathy		---	DOID:0003342	---
DOID:0003810	chondrogenic neoplasm		Y	---	---
DOID:0003812	mediastinum chondroma		Y	---	---
DOID:0003813	central nervous system chondroma		---	DOID:0000502	---
DOID:0003814	extraskeletal chondroma		---	DOID:0060123	---
DOID:0003816	glossopharyngeal nerve paralysis		---	DOID:0003418 DOID:0003817	---
DOID:0003817	cranial nerve palsy		---	DOID:0005656	---
DOID:0003818	photoallergic dermatitis		---	DOID:0003042 DOID:0003159	---
DOID:0003819	toxicodendron dermatitis		---	DOID:0003042	---
DOID:0003820	primary Chlamydiaceae infectious disease		Y	---	---
DOID:0003821	posterior cerebral artery infarction		---	DOID:0003526 DOID:0003527	---
DOID:0003825	Shwartzman phenomenon		---	DOID:0000484 DOID:0000865	---
DOID:0003827	congenital diaphragmatic hernia		---	DOID:0010481	OMIM:142340 OMIM:222400 OMIM:610187 
DOID:0003828	chromophobe adenoma		---	DOID:0003829	---
DOID:0003829	pituitary adenoma		---	DOID:0060089	---
DOID:0003836	posttransplantation lymphoproliferative disease		Y	---	---
DOID:0003837	benign lymphoproliferative disease		Y	---	---
DOID:0003838	skin lymphoproliferative disease		Y	---	---
DOID:0000384	Wolff-Parkinson-White syndrome		---	DOID:0010273	OMIM:194200 
DOID:0003840	craniopharyngioma		---	DOID:0060090	---
DOID:0003842	skull base neoplasm		---	DOID:0001863	---
DOID:0003843	diencephalic neoplasm		---	DOID:0001659	---
DOID:0003844	pediatric craniopharyngioma		Y	---	---
DOID:0003845	childhood intracranial neoplasm		Y	---	---
DOID:0003846	adamantinous craniopharyngioma		---	DOID:0003840	---
DOID:0003847	papillary craniopharyngioma		---	DOID:0003840	---
DOID:0003848	adult craniopharyngioma		Y	---	---
DOID:0003849	adult intracranial neoplasm		Y	---	---
DOID:0003850	hemangiopericytic tumor		---	DOID:0003316	---
DOID:0003852	Peutz-Jeghers syndrome		---	DOID:0005295	OMIM:175200 
DOID:0003855	seminal vesicle tumor		---	DOID:0060087	---
DOID:0003856	male reproductive organ cancer		---	DOID:0000193	---
DOID:0003857	large cell medulloblastoma		---	DOID:0050902	---
DOID:0003859	relapsed medulloblastoma		Y	---	---
DOID:0000386	postpericardiotomy syndrome		Y	---	---
DOID:0003860	cerebellar vermis medulloblastoma		---	DOID:0060104	---
DOID:0003861	medullomyoblastoma		---	DOID:0050902	---
DOID:0003862	FAP associated medulloblastoma		Y	---	---
DOID:0003863	region 17p13 allelic loss associated medulloblastoma		Y	---	---
DOID:0003864	adult medulloblastoma		---	DOID:0050902	---
DOID:0003865	adult central nervous system primitive neuroectodermal neoplasm		---	DOID:0060103	---
DOID:0003866	desmoplastic medulloblastoma		Y	---	OMIM:155255 
DOID:0003867	nevoid basal cell carcinoma syndrome associated medulloblastoma		Y	---	---
DOID:0003868	melanotic medulloblastoma		---	DOID:0050902	---
DOID:0003869	childhood medulloblastoma		---	DOID:0050902	---
DOID:0003870	childhood central nervous system primitive neuroectodermal neoplasm		---	DOID:0060103	---
DOID:0003871	medulloblastoma with leptomeningeal spread		Y	---	---
DOID:0003872	leptomeningeal metastases		Y	---	---
DOID:0003873	nodular medulloblastoma		---	DOID:0050902	---
DOID:0003875	thrombophlebitis		---	DOID:0000864	---
DOID:0003876	colonic pseudo-obstruction		---	DOID:0003877 DOID:0003878	---
DOID:0003877	functional colonic disease		---	DOID:0005353	---
DOID:0003878	intestinal pseudo-obstruction		---	DOID:0008440	---
DOID:0003881	Proteus infectious disease		Y	---	---
DOID:0003883	Lynch syndrome		---	DOID:0050736	OMIM:120435 OMIM:609310 OMIM:613244 OMIM:614331 OMIM:614337 OMIM:614350 OMIM:614385 
DOID:0003890	acute intermittent porphyria		---	DOID:0003133	OMIM:176000 
DOID:0003891	placental insufficiency		---	DOID:0000780	---
DOID:0003892	insulinoma		---	DOID:0001799 DOID:0000657	---
DOID:0003893	hidrocystoma		---	DOID:0005876	---
DOID:0003895	apocrine adenoma		---	DOID:0005876	---
DOID:0003896	hidradenoma		---	DOID:0002664	---
DOID:0003898	skin appendage adenoma		Y	---	---
DOID:0003899	skin appendage neoplasm		Y	---	---
DOID:0000390	obstetric venous problem		Y	---	---
DOID:0003901	vulvitis		---	DOID:0002059	---
DOID:0003902	pseudorabies		Y	---	---
DOID:0003904	bronchus carcinoma		---	DOID:0001325	---
DOID:0003905	lung carcinoma		---	DOID:0001324	OMIM:612571 
DOID:0003906	bronchial neoplasm		---	DOID:0050621	---
DOID:0003907	lung squamous cell carcinoma		---	DOID:0003908	---
DOID:0003908	non-small cell lung carcinoma		---	DOID:0003905	---
DOID:0003909	bronchogenic lung adenocarcinoma		---	DOID:0003910	---
DOID:0003910	lung adenocarcinoma		---	DOID:0003908	---
DOID:0003911	progeria		---	DOID:0050737	OMIM:176670 
DOID:0003914	serous cystadenoma of ovary		Y	---	---
DOID:0003916	borderline malignancy serous cystadenoma		Y	---	---
DOID:0003917	pancreatic serous cystadenoma		---	DOID:0003918	---
DOID:0003918	pancreatic cystadenoma		---	DOID:0050624	---
DOID:0003919	pancreatic serous cystic neoplasm		---	DOID:0001795	---
DOID:0003923	diffuse lipomatosis		---	DOID:0003153	---
DOID:0003924	main bronchus cancer		---	DOID:0001324	---
DOID:0003925	steroid lipomatosis		---	DOID:0003153	---
DOID:0003926	mediastinal lipomatosis		---	DOID:0003153	---
DOID:0003927	pelvic lipomatosis		---	DOID:0003153	---
DOID:0003928	adiposis dolorosa		---	DOID:0003153	OMIM:103200 
DOID:0003930	otitis interna		---	DOID:0002952	---
DOID:0003933	anterior compartment syndrome		---	DOID:0000682	---
DOID:0003939	lipomatous cancer		---	DOID:0000201	---
DOID:0003944	Arenaviridae infectious disease		Y	---	---
DOID:0003946	pituitary-dependent Cushing's disease		---	DOID:0002444	---
DOID:0003947	adrenal gland hyperfunction		---	DOID:0003952	---
DOID:0003948	adrenocortical carcinoma		---	DOID:0000660	OMIM:202300 
DOID:0003950	adrenal carcinoma		---	DOID:0003953	---
DOID:0003951	acute myocarditis		---	DOID:0000820	---
DOID:0003952	adrenal cortex disease		---	DOID:0009553	---
DOID:0003953	adrenal gland cancer		---	DOID:0000170	---
DOID:0003959	adrenal cortical adenocarcinoma		---	DOID:0003948	---
DOID:0000396	Loeffler endocarditis		---	DOID:0000397	---
DOID:0003962	follicular thyroid carcinoma		---	DOID:0003963	OMIM:188470 
DOID:0003963	thyroid carcinoma		---	DOID:0001781	---
DOID:0003964	trabecular follicular adenocarcinoma		---	DOID:0003962	---
DOID:0003965	Merkel cell carcinoma		---	DOID:0003451	---
DOID:0003968	papillary follicular thyroid adenocarcinoma		---	DOID:0003969	---
DOID:0003969	papillary thyroid carcinoma		---	DOID:0003963	OMIM:188550 
DOID:0000397	restrictive cardiomyopathy		---	DOID:0060036	OMIM:115210 OMIM:609578 OMIM:612422 OMIM:615248 
DOID:0003973	thyroid medullary carcinoma		---	DOID:0003962	---
DOID:0003974	medullary carcinoma		Y	---	---
DOID:0003978	extrinsic cardiomyopathy		---	DOID:0050700	---
DOID:0000398	cutaneous tuberculosis		Y	---	---
DOID:0003981	pantothenate kinase-associated neurodegeneration		---	DOID:0001289	OMIM:234200 
DOID:0003982	Meige syndrome		---	DOID:0050845	---
DOID:0003983	oesophagostomiasis		---	DOID:0000883	---
DOID:0003984	Strongylus equinus infectious disease		Y	---	---
DOID:0003985	ostertagiasis		---	DOID:0001255	---
DOID:0000399	tuberculosis		---	DOID:0050338	---
DOID:0003996	urinary system cancer		---	DOID:0050686	---
DOID:0003997	urinary tract infiltrating transitional cell carcinoma		Y	---	---
DOID:0003998	Bartholin's gland transitional cell carcinoma		---	DOID:0003999	---
DOID:0003999	Bartholin's gland carcinoma		---	DOID:0001294	---
DOID:0000004	disease		---	---	---
DOID:0004000	ovary transitional cell carcinoma		---	DOID:0002152	---
DOID:0004001	ovarian carcinoma		---	DOID:0002151	---
DOID:0004003	Schneiderian carcinoma		---	DOID:0001357	---
DOID:0004005	endometrial transitional cell carcinoma		---	DOID:0002871	---
DOID:0004006	bladder transitional cell carcinoma		---	DOID:0004007	---
DOID:0004007	bladder carcinoma		---	DOID:0011054	---
DOID:0004008	fallopian tube transitional cell carcinoma		---	DOID:0001963	---
DOID:0004009	renal pelvis and ureter transitional cell cancer		Y	---	---
DOID:0000401	multidrug-resistant tuberculosis		---	DOID:0000399	---
DOID:0004010	renal pelvis and ureter cancer		Y	---	---
DOID:0004011	prostate transitional cell carcinoma		---	DOID:0010286	---
DOID:0004012	papillary transitional carcinoma		---	DOID:0002671	---
DOID:0004013	urethra transitional cell carcinoma		---	DOID:0000734	---
DOID:0004014	sarcomatoid transitional cell carcinoma		---	DOID:0002671	---
DOID:0004015	spindle cell carcinoma		---	DOID:0001749	---
DOID:0000402	oral tuberculosis		---	DOID:0000404	---
DOID:0004020	psychomotor disease		Y	---	---
DOID:0004022	ureterocele		---	DOID:0001426	OMIM:191650 
DOID:0004023	linitis plastica		---	DOID:0006217	---
DOID:0004024	scirrhous adenocarcinoma		---	DOID:0000299	---
DOID:0004025	steatitis		---	DOID:0005113	---
DOID:0004026	vitamin E deficiency		Y	---	---
DOID:0004027	fetal distress		Y	---	---
DOID:0004028	angioma serpiginosum		---	DOID:0001272 DOID:0000471	OMIM:106050 OMIM:600652 
DOID:0004029	gastritis		---	DOID:0000076	---
DOID:0000403	mouth disease		---	DOID:0000077	---
DOID:0004030	eosinophilic gastritis		---	DOID:0004029	---
DOID:0004031	eosinophilic gastroenteritis		---	DOID:0002326	---
DOID:0004033	bacterial gastritis		---	DOID:0004029	---
DOID:0004034	fungal gastritis		---	DOID:0004029	---
DOID:0004035	lymphocytic gastritis		---	DOID:0004029	---
DOID:0004036	Helicobacter pylori gastritis		Y	---	---
DOID:0004037	necrotizing gastritis		---	DOID:0004029	---
DOID:0004038	granulomatous gastritis		---	DOID:0004029	---
DOID:0004039	Crohn's associated gastritis		Y	---	---
DOID:0000404	gastrointestinal tuberculosis		---	DOID:0050599	---
DOID:0004043	skeletal muscle cancer		---	DOID:0004045	---
DOID:0004044	skeletal muscle neoplasm		---	DOID:0000461	---
DOID:0004045	muscle cancer		---	DOID:0060100	---
DOID:0004047	liver rhabdomyosarcoma		---	DOID:0000270	---
DOID:0004048	central nervous system rhabdomyosarcoma		---	DOID:0002133	---
DOID:0004049	mediastinum rhabdomyosarcoma		---	DOID:0004050	---
DOID:0004050	mediastinum sarcoma		---	DOID:0005559	---
DOID:0004051	alveolar rhabdomyosarcoma		---	DOID:0003247	OMIM:268220 
DOID:0004052	rhabdomyosarcoma recurrent		Y	---	---
DOID:0004053	rectum rhabdomyosarcoma		---	DOID:0001995	---
DOID:0004054	prostate sarcoma		---	DOID:0010283	---
